		reference	motus3	metaphlan4	metaphlan3	kraken2
SAMEA2466927	Raw_mOTUs	236.0	248.0	207.0	118.0	581.0
SAMEA2466927	Lost_mOTUs	0.0	0.0	0.0	0.0	87.0
SAMEA2466927	Lost_abundance	0.0	0.0	0.0	2.220446049250313e-16	0.026725828087916792
SAMEA2466927	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.14974182444061962
SAMEA2466928	Kept_abundance	1.0	1.0	1.0	1.0	0.9518738480442351
SAMEA2466928	Kept_mOTUs	159.0	163.0	140.0	78.0	361.0
SAMEA2466928	Raw_mOTUs	159.0	163.0	140.0	78.0	426.0
SAMEA2466928	Lost_mOTUs	0.0	0.0	0.0	0.0	65.0
SAMEA2466928	Lost_abundance	0.0	0.0	0.0	0.0	0.04812615195576486
SAMEA2466928	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15258215962441316
SAMEA2466930	Kept_abundance	1.0	0.9999999999999999	1.0	1.0	0.9670943708609271
SAMEA2466930	Kept_mOTUs	277.0	260.0	241.0	122.0	501.0
SAMEA2466930	Raw_mOTUs	277.0	260.0	241.0	122.0	592.0
SAMEA2466930	Lost_mOTUs	0.0	0.0	0.0	0.0	91.0
SAMEA2466930	Lost_abundance	0.0	1.1102230246251565e-16	0.0	0.0	0.03290562913907291
SAMEA2466930	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15371621621621623
SAMEA2466931	Kept_abundance	1.0	1.0000000000000002	1.0000000000000002	1.0	0.9584450402144773
SAMEA2466931	Kept_mOTUs	199.0	193.0	175.0	85.0	440.0
SAMEA2466931	Raw_mOTUs	199.0	193.0	175.0	85.0	521.0
SAMEA2466931	Lost_mOTUs	0.0	0.0	0.0	0.0	81.0
SAMEA2466931	Lost_abundance	0.0	-2.220446049250313e-16	-2.220446049250313e-16	0.0	0.041554959785522705
SAMEA2466931	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15547024952015356
SAMEA2466932	Kept_abundance	1.0	0.9999999999999999	1.0	1.0	0.9721848826388172
SAMEA2466932	Kept_mOTUs	297.0	298.0	267.0	120.0	542.0
SAMEA2466932	Raw_mOTUs	297.0	298.0	267.0	120.0	631.0
SAMEA2466932	Lost_mOTUs	0.0	0.0	0.0	0.0	89.0
SAMEA2466932	Lost_abundance	0.0	1.1102230246251565e-16	0.0	0.0	0.027815117361182806
SAMEA2466932	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.1410459587955626
SAMEA2466933	Kept_abundance	1.0	1.0	1.0	1.0	0.9561601642710472
SAMEA2466933	Kept_mOTUs	156.0	160.0	133.0	91.0	376.0
SAMEA2466933	Raw_mOTUs	156.0	160.0	133.0	91.0	443.0
SAMEA2466933	Lost_mOTUs	0.0	0.0	0.0	0.0	67.0
SAMEA2466933	Lost_abundance	0.0	0.0	0.0	0.0	0.04383983572895278
SAMEA2466933	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15124153498871332
SAMEA2466934	Kept_abundance	1.0	1.0	1.0	1.0	0.9599171413775247
SAMEA2466934	Kept_mOTUs	278.0	272.0	237.0	114.0	535.0
SAMEA2466934	Raw_mOTUs	278.0	272.0	237.0	114.0	620.0
SAMEA2466934	Lost_mOTUs	0.0	0.0	0.0	0.0	85.0
SAMEA2466934	Lost_abundance	0.0	0.0	0.0	0.0	0.04008285862247529
SAMEA2466934	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.13709677419354838
SAMEA2466935	Kept_abundance	1.0	0.9999999999999999	0.9999999999999999	1.0	0.9766676945215335
SAMEA2466935	Kept_mOTUs	180.0	166.0	152.0	83.0	427.0
SAMEA2466935	Raw_mOTUs	180.0	166.0	152.0	83.0	487.0
SAMEA2466935	Lost_mOTUs	0.0	0.0	0.0	0.0	60.0
SAMEA2466935	Lost_abundance	0.0	1.1102230246251565e-16	1.1102230246251565e-16	0.0	0.023332305478466542
SAMEA2466935	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.12320328542094455
SAMEA2466936	Kept_abundance	0.9999999999999999	1.0	0.9999999999999998	1.0	0.9305654974946314
SAMEA2466936	Kept_mOTUs	149.0	148.0	125.0	72.0	372.0
SAMEA2466936	Raw_mOTUs	149.0	148.0	125.0	72.0	445.0
SAMEA2466936	Lost_mOTUs	0.0	0.0	0.0	0.0	73.0
SAMEA2466936	Lost_abundance	1.1102230246251565e-16	0.0	2.220446049250313e-16	0.0	0.06943450250536864
SAMEA2466936	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.16404494382022472
SAMEA2466937	Kept_abundance	1.0	1.0	1.0	1.0	0.9601441812564369
SAMEA2466937	Kept_mOTUs	227.0	229.0	198.0	97.0	509.0
SAMEA2466937	Raw_mOTUs	227.0	229.0	198.0	97.0	606.0
SAMEA2466937	Lost_mOTUs	0.0	0.0	0.0	0.0	97.0
SAMEA2466937	Lost_abundance	0.0	0.0	0.0	0.0	0.03985581874356314
SAMEA2466937	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.16006600660066006
SAMEA2466938	Kept_abundance	1.0	1.0	1.0	1.0	0.9707705019624044
SAMEA2466938	Kept_mOTUs	256.0	238.0	210.0	115.0	475.0
SAMEA2466938	Raw_mOTUs	256.0	238.0	210.0	115.0	541.0
SAMEA2466938	Lost_mOTUs	0.0	0.0	0.0	0.0	66.0
SAMEA2466938	Lost_abundance	0.0	0.0	0.0	0.0	0.029229498037595558
SAMEA2466938	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.12199630314232902
SAMEA2466939	Kept_abundance	1.0	1.0	0.9999999999999999	1.0	0.9595803764270288
SAMEA2466939	Kept_mOTUs	260.0	238.0	213.0	89.0	486.0
SAMEA2466939	Raw_mOTUs	260.0	238.0	213.0	89.0	578.0
SAMEA2466939	Lost_mOTUs	0.0	0.0	0.0	0.0	92.0
SAMEA2466939	Lost_abundance	0.0	0.0	1.1102230246251565e-16	0.0	0.04041962357297124
SAMEA2466939	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15916955017301038
SAMEA2466940	Kept_abundance	1.0000000000000002	1.0	1.0	1.0	0.9724287484510533
SAMEA2466940	Kept_mOTUs	247.0	239.0	213.0	116.0	484.0
SAMEA2466940	Raw_mOTUs	247.0	239.0	213.0	116.0	558.0
SAMEA2466940	Lost_mOTUs	0.0	0.0	0.0	0.0	74.0
