	space	simu	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA3136643	gtdb207	refKrak	0.1802132920567841	0.6414177524468169	0.2414367787419853	0.1659199512694191
SAMEA3136644	gtdb207	refKrak	0.1598241836502338	0.4871755874874215	0.1578954050844929	0.123258251142377
SAMEA3136645	gtdb207	refKrak	0.1907436963702873	0.4227313165392367	0.1328919640521431	0.0943173646019475
SAMEA3136646	gtdb207	refKrak	0.1802435045387314	0.2911955812254999	0.1345567267482626	0.0619277221422291
SAMEA3136647	gtdb207	refKrak	0.1670046660645046	0.2440225087605077	0.6611694044504692	0.0854741265371074
SAMEA3136648	gtdb207	refKrak	0.2069081858957993	0.5311795088174384	0.1829619811883792	0.1254218646011201
SAMEA3136649	gtdb207	refKrak	0.1679892329197855	0.5397601052245988	0.1329513474458097	0.0770611450175456
SAMEA3136650	gtdb207	refKrak	0.2058012065959453	0.7966712949199123	0.1572053912546353	0.1268640790307634
SAMEA3136651	gtdb207	refKrak	0.1890029340489465	0.4780662559746002	0.2945929606793905	0.135354093276189
SAMEA3136652	gtdb207	refKrak	0.1884277738156433	0.6292614715307869	0.2366157581595802	0.1595800918915438
SAMEA3136653	gtdb207	refKrak	0.2055341106822072	0.5820249793245847	0.2346704294172873	0.1991798888205951
SAMEA3136654	gtdb207	refKrak	0.1859612713774143	0.4841137505789603	0.1736169918883488	0.1416752489703387
SAMEA3136655	gtdb207	refKrak	0.2158797052339717	0.5774787855242768	0.2420183638043602	0.1854105762244643
SAMEA3136656	gtdb207	refKrak	0.164356601166166	0.5137804155191029	0.2098446019879997	0.1465236019927197
SAMEA3136657	gtdb207	refKrak	0.2076296192544729	0.4806946509288914	0.2901173962764059	0.1723378498995102
SAMEA3136658	gtdb207	refKrak	0.1809123716379222	0.5013945637534042	0.1786131481495529	0.1388200571240062
SAMEA3136659	gtdb207	refKrak	0.2053851742362158	0.5199512909465168	0.2267650183122755	0.1298133003502167
SAMEA3136660	gtdb207	refKrak	0.2405124899883557	0.6547529364286814	0.3127350511788258	0.2781204544686003
SAMEA3136661	gtdb207	refKrak	0.2165156918744092	0.510354304870243	0.2599335833614234	0.1755901710385507
SAMEA3136662	gtdb207	refKrak	0.1744119788906996	0.513201530591361	0.2074137218641764	0.1207358020244704
SAMEA3136663	gtdb207	refKrak	0.2028047006358581	0.5528706966441328	0.2014578783724872	0.1465607079318689
SAMEA3136664	gtdb207	refKrak	0.2066720398654871	0.4581184537826891	0.1827782636729025	0.1365919745266681
SAMEA3136665	gtdb207	refKrak	0.2349932676393596	0.436213649400875	0.5005908077097012	0.2907762510869816
SAMEA3136666	gtdb207	refKrak	0.205017383320028	0.5109571193752814	0.2772882872196773	0.1378254460563477
SAMEA3136667	gtdb207	refKrak	0.1667843764666523	0.4578737070507098	0.1460803860639329	0.105830081047493
SAMEA3136668	gtdb207	refKrak	0.181710109527974	0.3709860465006518	0.4003885130327303	0.1297194313218766
SAMEA3136669	gtdb207	refKrak	0.1577600683437463	0.5173530366952874	0.16362629142285	0.0840638780765141
SAMEA3136670	gtdb207	refKrak	0.1821126459809436	0.5863118477163402	0.1862055031665343	0.1210039971534548
SAMEA3136671	gtdb207	refKrak	0.1831731244938128	0.4473009281466301	0.1655620824339411	0.0938141559255451
SAMEA3136672	gtdb207	refKrak	0.1829784895393692	0.5505035673351409	0.2030216981121702	0.1701280443665762
SAMEA3136673	gtdb207	refKrak	0.188779721312788	0.5924838731466757	0.2338588320642736	0.1755288715780837
SAMEA3136674	gtdb207	refKrak	0.1522541898562465	0.705104541765027	0.2216767220106143	0.1816121506165159
SAMEA3136675	gtdb207	refKrak	0.1515519156877677	0.5372381211950333	0.2105745003836831	0.1587259669342496
SAMEA3136676	gtdb207	refKrak	0.2126711616108829	0.5589331124301383	0.1873429223693277	0.1599667651882615
SAMEA3136677	gtdb207	refKrak	0.2325439884450367	0.6429474514928671	0.1306233960639502	0.1340683665679217
SAMEA3136678	gtdb207	refKrak	0.4879128680886365	0.7072234628299252	0.5704222840557628	0.5417905658552877
SAMEA3136679	gtdb207	refKrak	0.3513038999203532	0.5765409712594255	0.3721125518690267	0.3377355745514964
SAMEA3136680	gtdb207	refKrak	0.1740897347478997	0.4973231965039749	0.1551140137617124	0.1260517023732454
SAMEA3136681	gtdb207	refKrak	0.1873213543555998	0.569414877761043	0.1780321277058087	0.1057324758442719
SAMEA3136682	gtdb207	refKrak	0.1894122925301853	0.5483661431966194	0.1830239251026561	0.2121064463081503
SAMEA3136683	gtdb207	refKrak	0.1971857655212539	0.5593039703864291	0.191950561744777	0.1325162217474729
SAMEA3136684	gtdb207	refKrak	0.2042921716868684	0.6455549482659323	0.2583230366493877	0.1562062665826813
SAMEA3136685	gtdb207	refKrak	0.2237686246171673	0.5089869415501812	0.215707822938394	0.1982489723448401
