	space	simu	simulation	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA3136682	uhgg	refKrak	438	474	160	381	370
SAMEA3136683	uhgg	refKrak	563	579	182	477	460
SAMEA3136684	uhgg	refKrak	687	802	217	588	566
SAMEA3136685	uhgg	refKrak	573	754	185	473	425
SAMEA3136686	uhgg	refKrak	387	425	145	309	292
SAMEA3136687	uhgg	refKrak	432	462	140	364	337
SAMEA3136688	uhgg	refKrak	540	560	185	444	429
SAMEA3136689	uhgg	refKrak	558	769	200	498	464
SAMEA3136690	uhgg	refKrak	213	329	99	166	164
SAMEA3136691	uhgg	refKrak	478	640	148	389	326
SAMEA3136692	uhgg	refKrak	403	418	143	313	289
SAMEA3136693	uhgg	refKrak	431	619	148	358	314
SAMEA3136694	uhgg	refKrak	581	640	183	498	481
SAMEA3136695	uhgg	refKrak	559	545	183	483	461
SAMEA3136696	uhgg	refKrak	513	760	165	420	392
SAMEA3136697	uhgg	refKrak	518	546	180	428	415
SAMEA3136698	uhgg	refKrak	698	770	216	563	531
SAMEA3136699	uhgg	refKrak	667	661	193	575	541
SAMEA3136700	uhgg	refKrak	720	663	207	602	567
SAMEA3136701	uhgg	refKrak	491	560	190	411	396
SAMEA3136702	uhgg	refKrak	236	322	104	200	202
SAMEA3136703	uhgg	refKrak	456	481	172	398	380
SAMEA3136704	uhgg	refKrak	498	701	173	433	393
SAMEA3136705	uhgg	refKrak	620	679	196	530	493
SAMEA3136706	uhgg	refKrak	467	502	163	380	346
SAMEA3136707	uhgg	refKrak	544	590	160	458	438
SAMEA3136708	uhgg	refKrak	289	503	101	254	215
SAMEA3136709	uhgg	refKrak	367	753	157	340	311
SAMEA3136710	uhgg	refKrak	265	374	86	245	218
SAMEA3136711	uhgg	refKrak	328	440	107	295	267
SAMEA3136712	uhgg	refKrak	370	403	126	299	286
SAMEA3136713	uhgg	refKrak	528	612	189	470	440
SAMEA3136714	uhgg	refKrak	384	563	135	342	306
SAMEA3136715	uhgg	refKrak	504	644	173	429	393
SAMEA3136716	uhgg	refKrak	486	710	184	412	376
SAMEA3136717	uhgg	refKrak	493	713	175	422	384
SAMEA3136718	uhgg	refKrak	635	627	197	550	530
SAMEA3136719	uhgg	refKrak	476	649	148	386	347
SAMEA3136720	uhgg	refKrak	355	612	129	268	228
SAMEA3136721	uhgg	refKrak	525	591	162	463	428
SAMEA3136722	uhgg	refKrak	247	295	113	166	162
SAMEA3136723	uhgg	refKrak	592	584	216	465	453
SAMEA3136724	uhgg	refKrak	504	528	179	359	335
SAMEA3136725	uhgg	refKrak	674	675	211	583	556
SAMEA3136726	uhgg	refKrak	646	621	225	557	538
SAMEA3136727	uhgg	refKrak	676	660	217	555	535
SAMEA3136728	uhgg	refKrak	468	633	168	417	387
SAMEA3136729	uhgg	refKrak	600	634	199	521	513
SAMEA3136730	uhgg	refKrak	467	496	202	360	344
SAMEA3136731	uhgg	refKrak	549	567	184	467	442
SAMEA3136732	uhgg	refKrak	600	638	206	519	501
SAMEA3136733	uhgg	refKrak	473	538	185	405	383
SAMEA3136734	uhgg	refKrak	524	575	247	458	452
SAMEA3136735	uhgg	refKrak	334	381	140	290	276
SAMEA3136736	uhgg	refKrak	444	503	162	375	360
SAMEA3136737	uhgg	refKrak	382	459	161	344	327
SAMEA3136738	uhgg	refKrak	621	589	198	541	527
SAMEA3136739	uhgg	refKrak	536	568	211	448	439
SAMEA3136740	uhgg	refKrak	520	547	199	411	389
SAMEA3136741	uhgg	refKrak	559	589	205	483	456
SAMEA3136742	uhgg	refKrak	547	725	187	457	429
SAMEA3136743	uhgg	refKrak	592	675	182	525	495
SAMEA3136744	uhgg	refKrak	428	432	146	355	347
SAMEA3136745	uhgg	refKrak	366	381	147	314	297
SAMEA3136746	uhgg	refKrak	701	829	227	604	579
SAMEA3136747	uhgg	refKrak	357	562	134	312	285
SAMEA3136748	uhgg	refKrak	387	530	168	341	316
SAMEA3136749	uhgg	refKrak	520	613	170	446	408
SAMEA3136750	uhgg	refKrak	405	595	126	338	300
SAMEA3136751	uhgg	refKrak	617	623	178	523	500
SAMEA3136752	uhgg	refKrak	650	652	217	556	532
SAMEA3136753	uhgg	refKrak	468	615	164	407	385
SAMEA3136754	uhgg	refKrak	669	757	182	577	537
SAMEA3136755	uhgg	refKrak	520	709	187	477	436
SAMEA3136756	uhgg	refKrak	534	701	176	495	449
SAMEA3136757	uhgg	refKrak	546	544	211	453	442
SAMEA3136758	uhgg	refKrak	295	472	122	250	227
SAMEA3136759	uhgg	refKrak	636	726	212	558	511
SAMEA3136760	uhgg	refKrak	621	829	195	526	501
SAMEA3136761	uhgg	refKrak	588	588	228	451	416
SAMEA3136762	uhgg	refKrak	462	476	156	357	334
SAMEA3136763	uhgg	refKrak	632	594	236	466	418
SAMEA3136764	uhgg	refKrak	482	668	163	415	373
SAMEA3136765	uhgg	refKrak	369	403	160	263	240
SAMEA3136766	uhgg	refKrak	420	667	162	351	305
SAMEA3136767	uhgg	refKrak	465	640	160	395	357
SAMEA3136768	uhgg	refKrak	227	226	116	138	118
SAMEA3136769	uhgg	refKrak	302	608	147	256	227
SAMEA3178936	uhgg	refKrak	356	538	140	308	289
SAMEA3178937	uhgg	refKrak	605	575	187	510	500
SAMEA3178938	uhgg	refKrak	512	541	201	434	419
SAMEA3178939	uhgg	refKrak	444	526	172	384	369
SAMEA3178940	uhgg	refKrak	314	412	137	281	267
SAMEA3178941	uhgg	refKrak	434	562	168	392	368
SAMEA3178942	uhgg	refKrak	378	474	145	328	314
SAMEA3178943	uhgg	refKrak	628	655	218	560	514
SAMEA3178944	uhgg	refKrak	563	595	178	487	468
SAMEA2466887	uhgg	refMet4	259	432	141	233	230
SAMEA2466888	uhgg	refMet4	214	438	106	195	189
SAMEA2466889	uhgg	refMet4	301	473	119	267	243
SAMEA2466890	uhgg	refMet4	236	471	123	216	206
SAMEA2466891	uhgg	refMet4	216	464	127	205	192
SAMEA2466892	uhgg	refMet4	221	380	121	203	196
SAMEA2466893	uhgg	refMet4	190	404	115	182	167
SAMEA2466894	uhgg	refMet4	166	400	94	146	138
SAMEA2466895	uhgg	refMet4	192	427	101	172	161
SAMEA2466896	uhgg	refMet4	115	319	79	112	103
SAMEA2466897	uhgg	refMet4	265	432	128	234	231
SAMEA2466898	uhgg	refMet4	255	426	123	226	226
SAMEA2466899	uhgg	refMet4	268	466	125	238	226
SAMEA2466900	uhgg	refMet4	149	287	71	121	116
SAMEA2466901	uhgg	refMet4	215	358	115	191	189
SAMEA2466902	uhgg	refMet4	142	404	82	131	128
SAMEA2466903	uhgg	refMet4	265	493	118	226	223
SAMEA2466904	uhgg	refMet4	237	451	134	203	204
SAMEA2466905	uhgg	refMet4	196	446	116	176	167
SAMEA2466906	uhgg	refMet4	275	470	136	260	244
SAMEA2466907	uhgg	refMet4	116	314	81	108	100
SAMEA2466908	uhgg	refMet4	271	450	140	252	238
SAMEA2466910	uhgg	refMet4	220	445	109	200	192
SAMEA2466911	uhgg	refMet4	328	489	161	284	283
SAMEA2466912	uhgg	refMet4	150	335	91	133	125
SAMEA2466913	uhgg	refMet4	262	467	124	229	229
SAMEA2466914	uhgg	refMet4	214	372	114	195	179
SAMEA2466915	uhgg	refMet4	212	298	112	190	179
SAMEA2466916	uhgg	refMet4	154	398	97	155	140
SAMEA2466917	uhgg	refMet4	69	241	46	58	57
SAMEA2466918	uhgg	refMet4	226	391	110	201	191
SAMEA2466920	uhgg	refMet4	91	309	67	82	76
SAMEA2466921	uhgg	refMet4	221	404	118	203	192
SAMEA2466922	uhgg	refMet4	161	289	70	140	137
SAMEA2466923	uhgg	refMet4	110	329	79	100	92
SAMEA2466924	uhgg	refMet4	137	327	76	126	122
SAMEA2466925	uhgg	refMet4	318	525	146	285	281
SAMEA2466926	uhgg	refMet4	182	363	129	154	142
SAMEA2466927	uhgg	refMet4	236	464	131	220	207
SAMEA2466928	uhgg	refMet4	159	341	92	145	140
SAMEA2466930	uhgg	refMet4	277	479	150	243	241
SAMEA2466931	uhgg	refMet4	199	418	100	176	175
SAMEA2466932	uhgg	refMet4	297	515	138	272	267
SAMEA2466933	uhgg	refMet4	156	352	113	142	133
SAMEA2466934	uhgg	refMet4	278	505	137	248	237
SAMEA2466935	uhgg	refMet4	180	400	101	150	152
SAMEA2466936	uhgg	refMet4	149	349	87	134	125
SAMEA2466937	uhgg	refMet4	227	475	110	204	198
SAMEA2466938	uhgg	refMet4	256	437	140	216	210
SAMEA2466939	uhgg	refMet4	260	458	98	221	213
SAMEA2466940	uhgg	refMet4	247	454	136	217	213
SAMEA2466941	uhgg	refMet4	161	411	116	156	144
SAMEA2466942	uhgg	refMet4	321	513	148	288	275
SAMEA2466943	uhgg	refMet4	323	470	150	280	274
SAMEA2466944	uhgg	refMet4	176	386	105	147	142
SAMEA2466945	uhgg	refMet4	265	477	133	231	228
SAMEA2466946	uhgg	refMet4	166	401	95	153	148
SAMEA2466947	uhgg	refMet4	232	440	120	209	202
SAMEA2466948	uhgg	refMet4	190	425	98	169	150
SAMEA2466949	uhgg	refMet4	254	433	123	219	223
SAMEA2466950	uhgg	refMet4	232	408	118	211	208
SAMEA2466951	uhgg	refMet4	321	516	163	296	290
SAMEA2466952	uhgg	refMet4	184	397	90	169	155
SAMEA2466953	uhgg	refMet4	279	437	128	251	246
SAMEA2466954	uhgg	refMet4	141	336	81	126	120
SAMEA2466955	uhgg	refMet4	284	482	132	249	236
SAMEA2466956	uhgg	refMet4	155	338	82	128	130
SAMEA2466957	uhgg	refMet4	231	420	122	200	197
SAMEA2466958	uhgg	refMet4	159	354	101	134	130
SAMEA2466959	uhgg	refMet4	302	478	148	280	260
SAMEA2466960	uhgg	refMet4	166	335	94	159	147
SAMEA2466961	uhgg	refMet4	203	410	117	190	174
SAMEA2466962	uhgg	refMet4	265	479	127	238	227
SAMEA2466963	uhgg	refMet4	266	517	137	246	239
SAMEA2466964	uhgg	refMet4	285	509	120	252	249
SAMEA2466965	uhgg	refMet4	228	475	115	200	188
SAMEA2466966	uhgg	refMet4	165	405	89	141	132
SAMEA2466967	uhgg	refMet4	266	445	122	236	235
SAMEA2466968	uhgg	refMet4	211	385	96	167	164
SAMEA2466969	uhgg	refMet4	195	373	99	179	169
SAMEA2466970	uhgg	refMet4	171	392	92	150	144
SAMEA2466971	uhgg	refMet4	328	441	148	294	292
SAMEA2466972	uhgg	refMet4	312	483	156	266	256
SAMEA2466973	uhgg	refMet4	289	433	119	236	234
SAMEA2466974	uhgg	refMet4	274	453	129	240	225
SAMEA2466975	uhgg	refMet4	202	412	121	177	173
SAMEA2466976	uhgg	refMet4	265	491	135	241	240
SAMEA2466977	uhgg	refMet4	249	450	119	225	217
SAMEA2466979	uhgg	refMet4	239	420	120	212	193
SAMEA2466980	uhgg	refMet4	150	388	91	126	119
SAMEA2466981	uhgg	refMet4	148	386	91	129	119
SAMEA2466983	uhgg	refMet4	233	426	112	221	208
SAMEA2466984	uhgg	refMet4	333	477	169	303	285
SAMEA2466986	uhgg	refMet4	290	509	140	254	243
SAMEA2466987	uhgg	refMet4	128	286	70	111	103
SAMEA2466988	uhgg	refMet4	302	525	124	267	253
SAMEA2466989	uhgg	refMet4	227	400	104	187	182
SAMEA2466991	uhgg	refMet4	244	448	124	225	214
SAMEA2466992	uhgg	refMet4	267	460	126	238	227
SAMEA2466993	uhgg	refMet4	291	492	130	257	251
SAMEA2466995	uhgg	refMet4	259	470	126	221	215
SAMEA2466996	uhgg	refMet4	317	533	157	280	276
SAMEA2466997	uhgg	refMet4	165	413	84	156	150
SAMEA2466998	uhgg	refMet4	118	313	83	107	104
SAMEA2466999	uhgg	refMet4	150	420	91	146	134
SAMEA2467001	uhgg	refMet4	103	300	82	95	88
SAMEA2467002	uhgg	refMet4	158	358	76	139	126
SAMEA2467003	uhgg	refMet4	177	400	111	161	153
SAMEA2467004	uhgg	refMet4	215	413	116	176	178
SAMEA2467006	uhgg	refMet4	334	474	151	303	300
SAMEA2467008	uhgg	refMet4	220	408	124	196	181
SAMEA2467009	uhgg	refMet4	58	207	50	55	53
SAMEA2467010	uhgg	refMet4	195	332	109	182	168
SAMEA2467011	uhgg	refMet4	114	372	77	106	93
SAMEA2467012	uhgg	refMet4	263	489	116	226	216
SAMEA2467013	uhgg	refMet4	264	423	132	229	226
SAMEA2467014	uhgg	refMet4	202	385	99	172	168
SAMEA2467015	uhgg	refMet4	215	417	117	195	193
SAMEA2467016	uhgg	refMet4	244	423	126	210	200
SAMEA2467017	uhgg	refMet4	260	443	141	239	224
SAMEA2467018	uhgg	refMet4	155	389	96	140	139
SAMEA2467019	uhgg	refMet4	294	495	133	252	247
SAMEA2467020	uhgg	refMet4	319	457	143	277	278
SAMEA2467021	uhgg	refMet4	286	476	134	252	246
SAMEA2467022	uhgg	refMet4	281	429	129	243	232
SAMEA2467023	uhgg	refMet4	114	347	78	105	97
SAMEA2467024	uhgg	refMet4	260	455	110	236	221
SAMEA2467025	uhgg	refMet4	238	483	122	205	203
SAMEA2467026	uhgg	refMet4	225	471	130	193	190
SAMEA2467027	uhgg	refMet4	309	477	132	279	270
SAMEA2467028	uhgg	refMet4	222	409	119	200	191
SAMEA2467029	uhgg	refMet4	346	522	138	304	294
SAMEA2467030	uhgg	refMet4	237	406	119	215	214
SAMEA2467031	uhgg	refMet4	304	497	126	271	274
SAMEA2467032	uhgg	refMet4	76	255	56	65	61
SAMEA2467033	uhgg	refMet4	154	365	114	150	141
SAMEA2467034	uhgg	refMet4	320	453	136	280	274
SAMEA2467035	uhgg	refMet4	347	524	153	309	302
SAMEA2467036	uhgg	refMet4	263	510	142	252	242
SAMEA2467037	uhgg	refMet4	188	412	97	165	159
SAMEA2467038	uhgg	refMet4	84	328	61	77	76
SAMEA2467039	uhgg	refMet4	270	467	118	252	240
SAMEA2467040	uhgg	refMet4	168	385	88	147	139
SAMEA2467041	uhgg	refMet4	212	431	112	190	178
SAMEA2467042	uhgg	refMet4	223	453	127	190	185
SAMEA2467043	uhgg	refMet4	141	383	80	130	123
SAMEA2467044	uhgg	refMet4	271	435	116	235	230
SAMEA2467045	uhgg	refMet4	180	392	102	164	156
SAMEA2467046	uhgg	refMet4	308	491	147	271	259
SAMEA2467047	uhgg	refMet4	107	312	66	97	98
SAMEA2467048	uhgg	refMet4	180	384	111	164	150
SAMEA2467049	uhgg	refMet4	234	444	102	205	195
SAMEA2467050	uhgg	refMet4	279	496	128	243	241
SAMEA2467051	uhgg	refMet4	165	428	87	148	138
SAMEA2467052	uhgg	refMet4	201	425	84	177	175
SAMEA2467053	uhgg	refMet4	188	369	95	158	150
SAMEA2467054	uhgg	refMet4	284	504	132	255	246
SAMEA2467055	uhgg	refMet4	345	544	145	300	303
SAMEA2467056	uhgg	refMet4	165	421	98	159	147
SAMEA2467057	uhgg	refMet4	162	343	82	156	145
SAMEA2467058	uhgg	refMet4	189	399	91	170	154
SAMEA2467059	uhgg	refMet4	92	326	68	85	81
SAMEA2467060	uhgg	refMet4	206	370	100	192	180
SAMEA2467061	uhgg	refMet4	306	485	127	282	260
SAMEA2467062	uhgg	refMet4	238	418	120	208	196
SAMEA2467063	uhgg	refMet4	203	436	108	173	171
SAMEA2467064	uhgg	refMet4	191	451	116	173	163
SAMEA2467065	uhgg	refMet4	233	435	108	219	204
SAMEA2467066	uhgg	refMet4	217	406	116	197	180
SAMEA2467067	uhgg	refMet4	273	441	140	239	222
SAMEA2467068	uhgg	refMet4	88	324	65	85	80
SAMEA2467069	uhgg	refMet4	185	332	82	154	147
SAMEA2467070	uhgg	refMet4	170	386	92	155	144
SAMEA2467071	uhgg	refMet4	175	389	99	151	145
SAMEA2467072	uhgg	refMet4	235	419	105	208	202
SAMEA2467073	uhgg	refMet4	273	478	138	237	236
SAMEA2467074	uhgg	refMet4	302	461	116	261	259
SAMEA2467075	uhgg	refMet4	234	460	100	212	204
SAMEA2467076	uhgg	refMet4	242	487	141	223	217
SAMEA2467077	uhgg	refMet4	232	477	114	209	194
SAMEA2467078	uhgg	refMet4	306	489	137	268	254
SAMEA2467079	uhgg	refMet4	136	305	71	118	109
SAMEA2467080	uhgg	refMet4	225	481	105	185	182
SAMEA2467081	uhgg	refMet4	172	423	94	154	158
SAMEA2467082	uhgg	refMet4	99	293	59	101	84
SAMEA2467083	uhgg	refMet4	203	453	100	172	173
SAMEA2467084	uhgg	refMet4	144	337	93	133	128
SAMEA2467085	uhgg	refMet4	134	341	78	116	113
SAMEA3136623	uhgg	refMet4	123	357	67	113	104
SAMEA3136624	uhgg	refMet4	165	338	104	149	140
SAMEA3136625	uhgg	refMet4	240	398	119	210	195
SAMEA3136626	uhgg	refMet4	106	271	65	87	87
SAMEA3136627	uhgg	refMet4	278	506	146	236	243
SAMEA3136628	uhgg	refMet4	158	355	88	144	126
SAMEA3136629	uhgg	refMet4	254	474	135	220	213
SAMEA3136630	uhgg	refMet4	282	483	112	262	250
SAMEA3136631	uhgg	refMet4	162	378	83	141	138
SAMEA3136632	uhgg	refMet4	274	451	121	249	236
SAMEA3136633	uhgg	refMet4	64	264	53	62	55
SAMEA3136634	uhgg	refMet4	276	425	115	242	233
SAMEA3136635	uhgg	refMet4	87	268	65	79	70
SAMEA3136636	uhgg	refMet4	83	275	56	73	64
SAMEA3136637	uhgg	refMet4	176	395	96	163	153
SAMEA3136638	uhgg	refMet4	189	367	109	166	162
SAMEA3136639	uhgg	refMet4	89	250	69	76	74
SAMEA3136640	uhgg	refMet4	150	333	76	135	123
SAMEA3136641	uhgg	refMet4	252	477	118	225	221
SAMEA3136642	uhgg	refMet4	313	503	120	272	264
SAMEA3136643	uhgg	refMet4	125	327	89	115	106
SAMEA3136644	uhgg	refMet4	324	496	149	301	294
SAMEA3136645	uhgg	refMet4	254	473	125	232	215
SAMEA3136646	uhgg	refMet4	158	305	102	129	125
SAMEA3136648	uhgg	refMet4	229	452	114	205	197
SAMEA3136649	uhgg	refMet4	49	256	39	42	39
SAMEA3136650	uhgg	refMet4	88	265	49	69	66
SAMEA3136651	uhgg	refMet4	206	385	104	180	175
SAMEA3136652	uhgg	refMet4	226	429	103	199	181
SAMEA3136653	uhgg	refMet4	167	387	110	144	145
SAMEA3136654	uhgg	refMet4	274	488	138	237	232
SAMEA3136655	uhgg	refMet4	112	321	91	98	92
SAMEA3136656	uhgg	refMet4	156	339	108	140	132
SAMEA3136657	uhgg	refMet4	102	339	59	95	83
SAMEA3136658	uhgg	refMet4	336	499	154	297	295
SAMEA3136659	uhgg	refMet4	248	443	113	232	208
SAMEA3136660	uhgg	refMet4	114	314	76	102	96
SAMEA3136661	uhgg	refMet4	82	287	62	74	65
SAMEA3136662	uhgg	refMet4	134	350	80	130	115
SAMEA3136663	uhgg	refMet4	172	407	98	151	150
SAMEA3136664	uhgg	refMet4	169	391	98	159	152
SAMEA3136665	uhgg	refMet4	108	251	84	94	88
SAMEA3136666	uhgg	refMet4	204	404	109	176	161
SAMEA3136667	uhgg	refMet4	245	422	116	209	213
SAMEA3136668	uhgg	refMet4	104	314	75	90	90
SAMEA3136669	uhgg	refMet4	182	370	104	169	161
SAMEA3136670	uhgg	refMet4	201	398	93	175	163
SAMEA3136671	uhgg	refMet4	219	427	110	198	187
SAMEA3136672	uhgg	refMet4	192	383	102	173	164
SAMEA3136673	uhgg	refMet4	173	360	84	147	145
SAMEA3136674	uhgg	refMet4	127	313	68	119	106
SAMEA3136675	uhgg	refMet4	287	468	126	252	243
SAMEA3136676	uhgg	refMet4	290	469	127	254	242
SAMEA3136677	uhgg	refMet4	48	232	22	40	29
SAMEA3136678	uhgg	refMet4	200	408	105	170	168
SAMEA3136679	uhgg	refMet4	100	300	66	88	79
SAMEA3136680	uhgg	refMet4	263	421	151	225	211
SAMEA3136681	uhgg	refMet4	37	187	26	28	25
SAMEA3136682	uhgg	refMet4	165	387	89	141	133
SAMEA3136683	uhgg	refMet4	240	466	101	222	214
SAMEA3136684	uhgg	refMet4	304	538	147	273	265
SAMEA3136685	uhgg	refMet4	240	436	112	218	207
SAMEA3136686	uhgg	refMet4	115	326	77	101	96
SAMEA3136687	uhgg	refMet4	126	353	75	112	106
SAMEA3136688	uhgg	refMet4	216	445	112	186	179
SAMEA3136689	uhgg	refMet4	273	513	130	234	235
SAMEA3136690	uhgg	refMet4	46	301	26	41	32
SAMEA3136691	uhgg	refMet4	141	337	71	121	121
SAMEA3136692	uhgg	refMet4	96	302	58	80	76
SAMEA3136693	uhgg	refMet4	122	309	77	106	100
SAMEA3136694	uhgg	refMet4	256	459	125	222	217
SAMEA3136695	uhgg	refMet4	257	419	114	215	210
SAMEA3136696	uhgg	refMet4	263	447	110	230	212
SAMEA3136697	uhgg	refMet4	190	435	103	166	158
SAMEA3136698	uhgg	refMet4	310	440	130	265	250
SAMEA3136699	uhgg	refMet4	334	552	131	305	296
SAMEA3136700	uhgg	refMet4	325	491	133	274	272
SAMEA3136701	uhgg	refMet4	207	469	104	190	175
SAMEA3136702	uhgg	refMet4	55	257	43	50	47
SAMEA3136703	uhgg	refMet4	208	377	114	177	180
SAMEA3136704	uhgg	refMet4	183	384	105	167	155
SAMEA3136705	uhgg	refMet4	252	491	114	230	219
SAMEA3136706	uhgg	refMet4	154	339	98	131	122
SAMEA3136707	uhgg	refMet4	267	513	109	242	229
SAMEA3136708	uhgg	refMet4	85	272	58	82	76
SAMEA3136709	uhgg	refMet4	241	466	122	212	196
SAMEA3136710	uhgg	refMet4	64	289	46	58	55
SAMEA3136711	uhgg	refMet4	103	287	60	95	90
SAMEA3136712	uhgg	refMet4	100	293	55	86	79
SAMEA3136713	uhgg	refMet4	279	485	131	244	238
SAMEA3136714	uhgg	refMet4	148	317	76	128	125
SAMEA3136715	uhgg	refMet4	175	350	92	153	135
SAMEA3136716	uhgg	refMet4	235	394	120	209	208
SAMEA3136717	uhgg	refMet4	187	401	107	176	165
SAMEA3136718	uhgg	refMet4	329	537	141	296	291
SAMEA3136719	uhgg	refMet4	181	359	88	160	148
SAMEA3136720	uhgg	refMet4	100	268	67	94	79
SAMEA3136721	uhgg	refMet4	251	364	113	221	213
SAMEA3136722	uhgg	refMet4	96	270	56	86	76
SAMEA3136723	uhgg	refMet4	265	450	126	226	213
SAMEA3136724	uhgg	refMet4	149	383	101	135	128
SAMEA3136725	uhgg	refMet4	283	489	137	253	246
SAMEA3136726	uhgg	refMet4	316	457	149	270	256
SAMEA3136727	uhgg	refMet4	293	513	145	265	253
SAMEA3136728	uhgg	refMet4	255	384	110	209	210
SAMEA3136729	uhgg	refMet4	314	526	134	282	277
SAMEA3136730	uhgg	refMet4	151	385	107	138	123
SAMEA3136731	uhgg	refMet4	225	426	101	186	181
SAMEA3136732	uhgg	refMet4	254	475	115	213	214
SAMEA3136733	uhgg	refMet4	161	387	105	143	134
SAMEA3136734	uhgg	refMet4	356	498	184	294	277
SAMEA3136735	uhgg	refMet4	151	298	79	134	113
SAMEA3136736	uhgg	refMet4	178	413	91	149	145
SAMEA3136737	uhgg	refMet4	162	366	90	133	119
SAMEA3136738	uhgg	refMet4	339	459	139	307	293
SAMEA3136739	uhgg	refMet4	196	435	118	182	168
SAMEA3136740	uhgg	refMet4	238	422	125	209	201
SAMEA3136741	uhgg	refMet4	236	443	126	193	187
SAMEA3136742	uhgg	refMet4	195	422	117	170	162
SAMEA3136743	uhgg	refMet4	313	530	133	275	273
SAMEA3136744	uhgg	refMet4	146	304	88	126	125
SAMEA3136745	uhgg	refMet4	174	274	87	143	135
SAMEA3136746	uhgg	refMet4	325	544	150	271	265
SAMEA3136747	uhgg	refMet4	148	317	74	126	116
SAMEA3136748	uhgg	refMet4	145	342	99	128	126
SAMEA3136749	uhgg	refMet4	235	399	106	198	199
SAMEA3136750	uhgg	refMet4	119	316	65	106	96
SAMEA3136751	uhgg	refMet4	305	495	120	271	261
SAMEA3136752	uhgg	refMet4	291	496	138	259	245
SAMEA3136753	uhgg	refMet4	240	374	119	216	201
SAMEA3136754	uhgg	refMet4	270	507	113	242	228
SAMEA3136755	uhgg	refMet4	291	459	136	253	245
SAMEA3136756	uhgg	refMet4	264	438	107	234	210
SAMEA3136757	uhgg	refMet4	285	435	143	251	240
SAMEA3136758	uhgg	refMet4	86	262	67	74	64
SAMEA3136759	uhgg	refMet4	314	483	137	270	267
SAMEA3136760	uhgg	refMet4	294	521	139	269	258
SAMEA3136761	uhgg	refMet4	212	429	139	198	188
SAMEA3136762	uhgg	refMet4	185	373	96	150	149
SAMEA3136763	uhgg	refMet4	213	424	138	186	176
SAMEA3136764	uhgg	refMet4	172	386	82	156	146
SAMEA3136765	uhgg	refMet4	173	332	118	145	133
SAMEA3136766	uhgg	refMet4	165	366	94	141	126
SAMEA3136767	uhgg	refMet4	250	402	110	210	198
SAMEA3136768	uhgg	refMet4	105	211	70	81	71
SAMEA3136769	uhgg	refMet4	107	299	73	88	80
SAMEA3178936	uhgg	refMet4	114	314	76	113	107
SAMEA3178937	uhgg	refMet4	276	471	119	249	248
SAMEA3178938	uhgg	refMet4	229	419	133	207	191
SAMEA3178939	uhgg	refMet4	243	449	126	207	201
SAMEA3178940	uhgg	refMet4	110	333	78	102	95
SAMEA3178941	uhgg	refMet4	190	472	104	170	166
SAMEA3178942	uhgg	refMet4	152	427	86	144	134
SAMEA3178943	uhgg	refMet4	322	533	146	290	281
SAMEA3178944	uhgg	refMet4	236	451	106	204	210
