	space	simu	simulation	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2466921	gtdb207	refKrak	6.272728436395431	6.748086627468116	4.542992359999558	6.272684373206758	5.860027215836682
SAMEA2466922	gtdb207	refKrak	5.793812926350671	6.128856729594039	4.343917746059366	5.608439198621638	5.512224037972655
SAMEA2466923	gtdb207	refKrak	5.492192980099862	6.07311737455809	4.19927531981842	5.283233101243778	5.017884298631632
SAMEA2466924	gtdb207	refKrak	5.929867404786958	6.106840920354789	4.370495363162173	5.964260855085104	5.543952351508721
SAMEA2466925	gtdb207	refKrak	7.694747988814722	7.849177740778499	6.048111463194736	7.620042636030159	7.319242580124364
SAMEA2466926	gtdb207	refKrak	5.531781792699779	5.709721902752255	4.403968945967549	5.455180416080561	5.232762603391236
SAMEA2466927	gtdb207	refKrak	7.123713867853636	7.323875838397671	5.486840591742785	7.016975859865452	6.601869002462324
SAMEA2466928	gtdb207	refKrak	5.9134781104578975	6.177118802593804	4.307002529019646	5.992228038639485	5.359520119276017
SAMEA2466930	gtdb207	refKrak	6.894808363294252	7.468506804482578	5.468902799293215	6.713307166065208	6.597213993931942
SAMEA2466931	gtdb207	refKrak	6.817921112760817	7.070407804922009	5.013071212530366	6.839421009229456	6.3303430557649
SAMEA2466932	gtdb207	refKrak	7.463298180383432	7.497673428467864	5.643596477594323	7.452675484761507	7.029386598561494
SAMEA2466933	gtdb207	refKrak	6.237865814559266	6.721244406978027	4.862004557856422	6.047758939142002	5.678615207540193
SAMEA2466934	gtdb207	refKrak	6.995615450057053	7.356580866723728	5.383778674639776	6.903012549601251	6.596869072164182
SAMEA2466935	gtdb207	refKrak	6.824695851939944	7.149825024748568	5.493531277753032	6.716153582363377	6.4142077666711375
SAMEA2466936	gtdb207	refKrak	5.913468897195624	6.192482583189852	4.402057774065527	5.926272709022599	5.342811685227736
SAMEA2466937	gtdb207	refKrak	6.723588473636739	7.251759676302005	4.821229301679799	6.688990691177256	6.363318582181566
SAMEA2466938	gtdb207	refKrak	6.754054925694664	7.251218346807106	5.026450369381306	6.792085367223295	6.337773488347475
SAMEA2466939	gtdb207	refKrak	6.805054698438616	7.283681933404155	4.81409362595601	6.80117996971108	6.413441837946309
SAMEA2466940	gtdb207	refKrak	7.297700120592018	7.852830657448723	5.614962605345569	7.191000280936647	6.747212781399062
SAMEA2466941	gtdb207	refKrak	6.341230464653152	6.602465594184088	4.672796370384188	6.397578022659262	5.909061817810465
SAMEA2466942	gtdb207	refKrak	7.377656078794721	7.798469300847083	5.421123285843815	7.261529560975801	7.026592813390285
SAMEA2466943	gtdb207	refKrak	7.053784256276079	7.557185409187723	5.469410592130359	6.749239714987398	6.757254560588544
SAMEA2466944	gtdb207	refKrak	5.160278320520611	6.057791327045799	3.6691138366478375	4.776501500784351	4.777620949466921
SAMEA2466945	gtdb207	refKrak	6.916991143000252	7.2520438158220335	5.405010879649101	6.876828753822515	6.556498946896388
SAMEA2466946	gtdb207	refKrak	6.77975367104834	6.884079512067897	4.970636208374659	6.76305289055736	6.218356080774132
SAMEA2466947	gtdb207	refKrak	6.984447244773958	7.285817410050861	5.577160420465766	7.017386052508631	6.660683225496749
SAMEA2466948	gtdb207	refKrak	6.757010648018123	7.112647067487282	5.289902906412647	6.686896065215879	6.437556877105446
SAMEA2466949	gtdb207	refKrak	6.889181826617731	7.120334499483222	5.343182347372211	6.548653761965513	6.544149196058821
SAMEA2466950	gtdb207	refKrak	6.087738598018508	6.949716902737949	3.875441154942926	5.74221214048304	5.733171753300119
SAMEA2466951	gtdb207	refKrak	7.430091489828161	7.821889765571421	5.73335036402194	7.376326026802747	7.152251420821495
SAMEA2466952	gtdb207	refKrak	6.447357072314634	6.926393722637198	4.701096026997033	6.348024725479829	6.1215338225953895
SAMEA2466953	gtdb207	refKrak	7.028886083286396	7.341207218026607	5.457457262427978	6.90495698600407	6.717216390880467
SAMEA2466954	gtdb207	refKrak	6.467216390423266	6.623849413393307	4.864744338467751	6.132038910434446	6.013648443598671
SAMEA2466955	gtdb207	refKrak	7.33788738681252	7.633292189044009	5.821009646108759	7.299245212413689	6.833789317491464
SAMEA2466956	gtdb207	refKrak	5.784090192936224	6.121054668820926	4.742530007210643	5.62881901596782	5.596378465359842
SAMEA2466957	gtdb207	refKrak	6.838498999679434	6.847499003233722	5.138033835745036	6.739181471872242	6.435776943323848
SAMEA2466958	gtdb207	refKrak	5.871608009774779	6.07359254111522	4.491715849255992	5.860566164583019	5.451568124986653
SAMEA2466959	gtdb207	refKrak	6.640354866458857	7.276303800891658	4.84842294008943	6.418292056247722	6.223272053121224
SAMEA2466960	gtdb207	refKrak	6.393166682738066	6.898956857944773	4.840177103339357	6.415784215648535	5.907603319223922
SAMEA2466961	gtdb207	refKrak	6.549147832543467	7.038368880027424	5.090352849861216	6.273057516198049	6.112996292172038
SAMEA2466962	gtdb207	refKrak	6.680926582185124	7.502004375944677	5.004093404536355	6.464556765630172	6.356791647751908
SAMEA2466963	gtdb207	refKrak	7.215211557380384	7.599810040915344	5.737488709117971	6.994119763272368	6.877570822986341
SAMEA2466964	gtdb207	refKrak	7.599624444335368	8.076062106362238	5.604060077747269	7.468665683510924	7.168499354482014
SAMEA2466965	gtdb207	refKrak	7.27470038764473	7.81454888999756	5.531842677935652	7.063516545552114	6.796793783950293
SAMEA2466966	gtdb207	refKrak	6.385546658836851	6.767334224470528	4.508557971292675	6.482221783621636	5.879093612627521
SAMEA2466967	gtdb207	refKrak	7.167305471068846	7.417336444974216	5.463622768210306	7.023534067582735	6.865234379339839
SAMEA2466968	gtdb207	refKrak	6.504543486855695	6.751853081555513	5.113653804972484	6.449088586108976	6.013479260985247
SAMEA2466969	gtdb207	refKrak	5.941505435888332	6.692970251324567	3.950128662281101	5.525384108485381	5.601182085882845
SAMEA2466970	gtdb207	refKrak	6.615532865141809	6.93926966766417	4.837023197512469	6.5882994651569735	6.118970174620485
SAMEA2466971	gtdb207	refKrak	6.921471579374983	7.229437711972567	5.313509563506104	6.831610122692185	6.646148258813036
SAMEA2466972	gtdb207	refKrak	7.183943567202999	7.501289460290713	5.748771130070298	7.095552089786837	6.740100483958475
SAMEA2466973	gtdb207	refKrak	6.896730237944738	7.243720548465246	5.023459175526531	6.665467020724043	6.498722680644814
SAMEA2466974	gtdb207	refKrak	6.436440152870326	7.337482198322906	4.996519056347946	6.515431462980325	6.184187092862408
SAMEA2466975	gtdb207	refKrak	6.573097242206952	7.074955559623958	5.351337385830094	6.421350795630046	6.275698090698746
SAMEA2466976	gtdb207	refKrak	7.255742460060023	7.628477716371352	5.7109174411865125	7.16382485763405	6.937900203453143
SAMEA2466977	gtdb207	refKrak	7.137666593088087	7.788072907994484	5.30163966335286	6.954333863849242	6.634550195916324
SAMEA2466979	gtdb207	refKrak	7.075577967921205	7.402340952549403	5.303913500235285	6.9797318097897465	6.552696065996535
SAMEA2466980	gtdb207	refKrak	6.321515919239597	6.960891188140783	5.093951113184371	6.199010491108582	6.01059150755826
SAMEA2466981	gtdb207	refKrak	6.276393412337265	6.744226885270585	4.62906439384852	6.132317662562576	5.72014461895674
SAMEA2466983	gtdb207	refKrak	6.328094105134988	7.024929436713018	4.571744574969969	5.939212431206594	6.074460422985001
SAMEA2466984	gtdb207	refKrak	7.198166853977216	7.5229534832255185	6.023486083970427	7.091189748832027	6.678368304341879
SAMEA2466986	gtdb207	refKrak	7.531711985107968	8.006749612603324	6.03117919956594	7.4161602808579	7.15322890836939
SAMEA2466987	gtdb207	refKrak	5.767859484262305	6.100310030917768	4.017101163058954	5.67985736399643	5.182318975444883
SAMEA2466988	gtdb207	refKrak	7.187775968369502	7.762798695528258	5.568508818660709	6.973886668055443	6.861174216943732
SAMEA2466989	gtdb207	refKrak	6.024632813588806	6.651200451095732	4.28927046829301	5.773844736382499	5.658773931283573
SAMEA2466991	gtdb207	refKrak	6.745992103826743	6.93289582163683	5.238905785683679	6.638844730031625	6.424392224930174
SAMEA2466992	gtdb207	refKrak	7.0154571783749295	7.361448526673842	5.334569197842509	6.666299343677328	6.61754173910031
SAMEA2466993	gtdb207	refKrak	7.09974741028821	7.4183940823319325	5.467603536831066	7.016880866670612	6.710218651244374
SAMEA2466995	gtdb207	refKrak	7.046721173103462	7.342838750679373	5.605784228938178	7.046732260939831	6.689431683897459
SAMEA2466996	gtdb207	refKrak	7.400341865447528	7.742705266252629	5.945612713045968	7.230986087458454	7.052981692199039
SAMEA2466997	gtdb207	refKrak	6.753829854182191	7.277573538791471	5.053999130103855	6.733136737971262	6.318492725553062
SAMEA2466998	gtdb207	refKrak	6.121829232633205	6.587852049372044	4.959269232376534	5.942192775279717	5.830140358408904
SAMEA2466999	gtdb207	refKrak	6.143421583140772	6.456574944030794	4.494533273956647	6.12927663825489	5.689388827202896
SAMEA2467001	gtdb207	refKrak	5.270279324602997	5.709439174060505	4.106986465494952	5.2210964652073	4.804118806449551
SAMEA2467002	gtdb207	refKrak	6.236745138600323	6.746586568083163	4.613257965104861	6.060379455218738	5.880741983815802
SAMEA2467003	gtdb207	refKrak	6.889809094536824	7.229027179932897	5.409812406987644	6.756128459527103	6.437287916026234
SAMEA2467004	gtdb207	refKrak	6.351459976109146	6.7132189069829	4.809861601293812	6.347066317570959	5.895582832121481
SAMEA2467006	gtdb207	refKrak	6.903513500532751	7.422424996308043	4.992793334698339	6.568227461366963	6.638155998429597
SAMEA2467008	gtdb207	refKrak	6.75218942524362	7.269226931086146	5.1212680590411495	6.267220869813936	6.37005208072589
SAMEA2467009	gtdb207	refKrak	4.54775021288961	4.465389846480064	3.5201106787366725	4.533866128170834	4.135674809069219
SAMEA2467010	gtdb207	refKrak	5.666854502880356	5.6833336496087785	4.310811562869668	5.468520851674118	5.356120157380722
SAMEA2467011	gtdb207	refKrak	5.897011109691621	6.418404697494289	4.485431448839488	5.906357890864266	5.384212135208725
SAMEA2467012	gtdb207	refKrak	6.882692953952377	7.26244701214811	5.154534162253996	6.8782173224312295	6.441060470815787
SAMEA2467013	gtdb207	refKrak	6.931034128439575	7.169720847537648	5.328841937782803	6.580462478351855	6.454115419679555
SAMEA2467014	gtdb207	refKrak	6.704536831347286	7.067423620507957	5.323115910373794	6.652612164102465	6.35136608744844
SAMEA2467015	gtdb207	refKrak	7.073821146496518	7.607149262311776	5.304333102921172	6.902634160380949	6.670035796700393
SAMEA2467016	gtdb207	refKrak	6.732990346397095	7.33348704349066	5.096568337254088	6.561431002216621	6.297493571282192
SAMEA2467017	gtdb207	refKrak	7.02115436228597	7.58407639475631	5.438807200370325	6.785469245077376	6.586951826744795
SAMEA2467018	gtdb207	refKrak	6.139850468157958	6.924567566005706	4.660547459722921	6.064257740363959	5.790716217130087
SAMEA2467019	gtdb207	refKrak	7.145501857337412	7.595879046820355	5.468685233247486	7.0536321321513125	6.79526613708697
SAMEA2467020	gtdb207	refKrak	7.482534815991806	7.6313802379739615	5.848517419153743	7.371493435242016	7.144529675082265
SAMEA2467021	gtdb207	refKrak	7.0907946985523465	7.368483112357053	5.629327732720762	6.960118271886682	6.669949863924528
SAMEA2467022	gtdb207	refKrak	6.853062786698168	7.291538883248985	5.312321122902183	6.513202982516977	6.427423601935257
SAMEA2467023	gtdb207	refKrak	6.465622070675921	6.962221773494081	5.017783984756305	6.340544901112431	6.065211269449454
SAMEA2467024	gtdb207	refKrak	6.625299619983088	7.065517313631761	4.86872105318601	6.457375127588096	6.298652883957837
SAMEA2467025	gtdb207	refKrak	6.909184967780852	7.377399941873963	5.402200722870033	6.787013204604178	6.485843601862259
SAMEA2467026	gtdb207	refKrak	7.088070553484967	7.44279018637667	5.657988158425218	7.098225800973858	6.678705869032458
SAMEA2467027	gtdb207	refKrak	7.297956274823961	7.735621088062566	5.524357641975229	7.175947205002948	6.959432508380692
SAMEA2467028	gtdb207	refKrak	7.038462146017981	7.311505296471433	5.339238343799885	7.006309467126452	6.600108317557552
SAMEA2467029	gtdb207	refKrak	7.392899440792727	7.8164722169211105	5.714127339005729	7.130863272436086	7.081344655483494
SAMEA2467030	gtdb207	refKrak	6.65178871803937	7.130241727292117	4.785772162689903	6.389265648913296	6.138676316846065
SAMEA2467031	gtdb207	refKrak	6.653862207355879	6.944284802254805	4.473411676757281	6.496083235207954	6.520628861775168
SAMEA2467032	gtdb207	refKrak	4.635202524173153	5.093416926748578	3.0807860488373717	4.648943076981192	4.21307149013658
SAMEA2467033	gtdb207	refKrak	6.382202226581897	6.797581784601252	5.0865791099783975	6.328839930426546	5.933733399948865
SAMEA2467034	gtdb207	refKrak	6.880227171102299	6.8753798973693145	5.097225707696529	6.804205267699571	6.613672160631402
SAMEA2467035	gtdb207	refKrak	7.405795291587855	7.646454696774641	6.052044398250174	7.259106772897857	7.013399051048504
SAMEA2467036	gtdb207	refKrak	7.484474913366502	7.631733486178284	5.898865625430352	7.514850183413277	7.096125121964993
SAMEA2467037	gtdb207	refKrak	6.840369665438111	7.204902833899126	5.27975511191986	6.751640080105588	6.413708969167268
SAMEA2467038	gtdb207	refKrak	5.433188509370627	5.855916586056351	3.802000894591135	5.5847789165261865	5.034384199712615
SAMEA2467039	gtdb207	refKrak	7.560193491505904	7.757335222051746	5.759812823833554	7.514175318921667	7.1377500615327465
SAMEA2467040	gtdb207	refKrak	6.541675229447306	6.96727167244037	4.837486478888447	6.4833353203192	6.0994519812478165
SAMEA2467041	gtdb207	refKrak	6.787033731656511	7.319071348651219	5.23391277471675	6.647822362712555	6.379629842399761
SAMEA2467042	gtdb207	refKrak	7.24900152710124	7.717548262755033	5.691248813889084	7.0161435602433695	6.762190675633746
SAMEA2467043	gtdb207	refKrak	6.062482728279823	6.374004608837177	4.672693675855295	6.140430879669511	5.610383528533482
SAMEA2467044	gtdb207	refKrak	6.766661817131296	7.3234072655106415	4.877932461959988	6.680266361635669	6.391122024826839
SAMEA2467045	gtdb207	refKrak	6.538528433936088	6.840756671755849	4.78997080712499	6.514973439102236	6.073376111277537
SAMEA2467046	gtdb207	refKrak	7.182364572593897	7.568748851566952	5.635521504949691	7.041318530755572	6.839986657719912
SAMEA2467047	gtdb207	refKrak	5.455716878273914	6.029144855815425	3.870513020901568	5.48145641077642	4.92247009783992
SAMEA2467048	gtdb207	refKrak	6.101434011960946	6.406445950560326	4.806677185830006	6.039557420951397	5.650663680426815
SAMEA2467049	gtdb207	refKrak	6.759041546086779	6.910610128927018	4.883772740893481	6.831697273384178	6.345860499569142
SAMEA2467050	gtdb207	refKrak	6.974591166006303	7.344924547968876	5.12001195094035	6.945764707055096	6.512471596656417
SAMEA2467051	gtdb207	refKrak	6.54088062537804	6.752945046961923	5.038460037061033	6.535820701088134	6.106727408758689
SAMEA2467052	gtdb207	refKrak	6.570823612112831	6.817511846907729	4.803617955565795	6.367642627713852	6.205648887960393
SAMEA2467053	gtdb207	refKrak	5.7887209544804845	6.490841564414757	3.864080032447936	5.493541059012842	5.281052323236473
SAMEA2467054	gtdb207	refKrak	7.174243965345911	7.542763885056698	5.762732438623578	7.023946381676072	6.775050473316544
SAMEA2467055	gtdb207	refKrak	7.554578341237611	7.883951066548054	5.974715010378696	7.418753175812358	7.212657549505426
SAMEA2467056	gtdb207	refKrak	6.844286642882194	7.326594499132137	5.353248625639835	6.779492771576759	6.41291370680864
SAMEA2467057	gtdb207	refKrak	6.415018024514278	6.9362133797551495	5.101183814106021	6.116030525264565	6.073844802335921
SAMEA2467058	gtdb207	refKrak	6.325433298322776	6.784481493540897	4.787873363007898	6.232651191193051	5.99373353827233
SAMEA2467059	gtdb207	refKrak	5.358205751203913	5.838288464025185	3.9419518919164593	5.5544826814064	4.880411226166221
SAMEA2467060	gtdb207	refKrak	6.462525987927004	6.52705487589197	4.565611761639146	6.434795631796208	6.110669841019581
SAMEA2467061	gtdb207	refKrak	6.994792977240107	7.394702335240612	5.001633510005277	7.010637443903306	6.473608581912173
SAMEA2467062	gtdb207	refKrak	6.380020757368667	6.967320771715484	4.276589777767421	6.202119610264575	5.859454236376008
SAMEA2467063	gtdb207	refKrak	6.558725345481329	7.04893505697859	5.303035160156134	6.564826292857616	6.303527143093945
SAMEA2467064	gtdb207	refKrak	6.254991964974862	6.616238488570919	4.855625418732826	6.311218809618362	5.889798133415455
SAMEA2467065	gtdb207	refKrak	6.809977576442638	7.117890065399624	5.168405348457403	6.84061161700368	6.4079343683013
SAMEA2467066	gtdb207	refKrak	6.721312711287514	7.065752175744075	5.11933816455402	6.742534907531872	6.343934604648526
SAMEA2467067	gtdb207	refKrak	6.932856713013925	6.983597671482719	5.312509625464279	6.646340325053523	6.538078978581967
SAMEA2467068	gtdb207	refKrak	5.711284965688635	6.210405507678687	4.462236967431711	5.587183593111027	5.264607077742395
SAMEA2467069	gtdb207	refKrak	5.894259173879621	5.987435121226994	4.113814405468863	5.955828574896436	5.435097591206496
SAMEA2467070	gtdb207	refKrak	6.234467258765411	6.679862596417949	4.677088619408942	6.234318264184534	5.829464268052551
SAMEA2467071	gtdb207	refKrak	6.349895638401007	6.678543098844791	5.026594949503542	6.372719197528316	5.900903395716722
SAMEA2467072	gtdb207	refKrak	6.9730946378402345	7.409278604158088	5.240366340255104	6.904821989339843	6.496799469896185
SAMEA2467073	gtdb207	refKrak	6.922809705197602	7.111821600535966	5.3190331705148655	6.802459551683161	6.61192415890186
SAMEA2467074	gtdb207	refKrak	6.932644776408807	7.524751594970631	4.831911035800842	6.804424645563286	6.513034683019929
SAMEA2467075	gtdb207	refKrak	6.816188149993692	7.079904900912218	5.0229344799182485	6.857737407987884	6.413447080366093
SAMEA2467076	gtdb207	refKrak	6.9304728521293	7.111944782646628	5.422259420761033	6.888543755893832	6.56493625781274
SAMEA2467077	gtdb207	refKrak	6.9100250440073525	7.287194260243013	5.009583830495547	6.897352307070904	6.478387234993394
SAMEA2467078	gtdb207	refKrak	6.986545493947904	7.213771510390414	5.330750438196998	6.953727099508569	6.585638868399297
SAMEA2467079	gtdb207	refKrak	5.078568302886078	5.527426417077009	3.179147466559633	5.227333441379168	4.552646449875028
SAMEA2467080	gtdb207	refKrak	6.858623471502862	7.255405436120523	5.3554683367142015	6.800395143786708	6.364900751075584
SAMEA2467081	gtdb207	refKrak	6.456276792546536	6.645478521115721	4.589220317899271	6.662368021475058	5.951331136891464
SAMEA2467082	gtdb207	refKrak	5.5632438829671065	6.377611172645335	4.4107722734635	4.998055592045672	5.704593190650628
SAMEA2467083	gtdb207	refKrak	6.669698217019567	7.170987797834876	5.147369580672298	6.547518421678521	6.123062699785814
SAMEA2467084	gtdb207	refKrak	6.605970723683923	6.802260419517536	4.996154031343016	6.644547352380886	6.121782494982736
SAMEA2467085	gtdb207	refKrak	6.0085356600699225	6.20246317338025	4.280731993255691	6.195096412703522	5.432419938688442
SAMEA3136623	gtdb207	refKrak	5.615324715596865	6.305043988599723	4.488224028733834	5.403103236244842	5.25336142666583
SAMEA3136624	gtdb207	refKrak	6.2589471670160375	6.671552122510126	4.568995303588025	5.908661929845575	5.835282118279076
SAMEA3136625	gtdb207	refKrak	6.694517130436871	7.174464093422095	5.2581876838021895	6.349070794697324	6.133344415194043
SAMEA3136626	gtdb207	refKrak	5.134373599020464	5.894632085783518	3.288796629840384	5.235419968076735	4.6840126062443925
SAMEA3136627	gtdb207	refKrak	7.182621557690196	7.681314633962723	5.792510988138362	6.94616166452404	6.792072035589938
SAMEA3136628	gtdb207	refKrak	6.330469475568216	7.068511189522267	4.844093905221461	5.977024766371704	5.615460931434424
SAMEA3136629	gtdb207	refKrak	7.2265285886409885	7.705816604598506	5.710850032598778	7.088597207894984	6.825171648487794
SAMEA3136630	gtdb207	refKrak	7.095424511314149	7.361105045508553	5.01025599336946	6.961831665092975	6.6773052060854905
SAMEA3136631	gtdb207	refKrak	6.103672270389041	6.630871300328998	4.455402534915632	5.979407475189125	5.718097015545207
SAMEA3136632	gtdb207	refKrak	6.983708817929508	7.514247985244753	5.730567408764906	6.74850174602885	6.534510094578638
SAMEA3136633	gtdb207	refKrak	5.116953405898809	6.15684877449939	3.958235805584512	5.178045671676479	4.644159915937781
SAMEA3136634	gtdb207	refKrak	6.724171128746685	7.118263421241077	5.293949106641301	6.509980598192636	6.324780822431418
SAMEA3136635	gtdb207	refKrak	5.3533309667895335	5.977902380417743	4.185712807921688	5.439677193165321	4.84955753481626
SAMEA3136636	gtdb207	refKrak	5.07497873049322	5.704099482646558	4.483938318032023	4.992762126989162	4.734875037719736
SAMEA3136637	gtdb207	refKrak	6.675939235849262	7.142124738413277	5.037488153918478	6.482583177831893	6.144716105840014
SAMEA3136638	gtdb207	refKrak	6.773577840368628	7.188063440485852	5.290454618368549	6.571009746794092	6.361148678511481
SAMEA3136639	gtdb207	refKrak	4.879325159150762	5.5782468135870165	3.624918253734832	4.857666504824449	4.485725799139089
SAMEA3136640	gtdb207	refKrak	4.900585698685841	5.765559386352015	2.5026614081930867	4.9403112867313705	4.3807630226731735
SAMEA3136641	gtdb207	refKrak	6.832798433044572	7.09380928004483	5.109052760276687	6.716502152913008	6.379050907737117
SAMEA3136642	gtdb207	refKrak	7.400188248504462	7.867069593606811	5.522311765589835	7.278074709316894	7.038249224232034
SAMEA3136643	gtdb207	refKrak	6.108768782464503	6.621012023243282	4.802166928738401	5.8845197010779104	5.566414450237223
SAMEA3136644	gtdb207	refKrak	7.366099294569674	7.570981056663954	5.624509698664412	7.25196783757159	6.973261295744046
SAMEA3136645	gtdb207	refKrak	6.353266766814221	7.118892585751089	4.497749595872596	6.108963464048809	5.942725974802156
SAMEA3136646	gtdb207	refKrak	4.538402002043798	5.351177758765437	2.6427898898893063	4.746848777628756	4.181063021010693
SAMEA3136647	gtdb207	refKrak	3.38231332065809	3.960202833069991	2.0894921882616027	3.949596293311944	2.8315694393377813
SAMEA3136648	gtdb207	refKrak	6.876575214346975	7.432073662835646	5.434819751729668	6.790767284602658	6.519691936966383
SAMEA3136649	gtdb207	refKrak	4.768649131980889	5.429868228172465	3.462311535502596	4.515725032126769	4.442990805308202
SAMEA3136650	gtdb207	refKrak	4.326230297144953	5.084613959561801	3.6832595002005073	4.415747189995314	3.871249054615228
SAMEA3136651	gtdb207	refKrak	6.376468113338154	6.995585966898768	4.808964246681097	6.630021317207492	5.854856751994245
SAMEA3136652	gtdb207	refKrak	6.960837213035572	7.512908956294151	5.483830143637861	6.798144592158936	6.433301137476002
SAMEA3136653	gtdb207	refKrak	6.332925946694915	6.876333182300837	5.155194518847347	6.0628990403482	5.79406549088167
SAMEA3136654	gtdb207	refKrak	7.362586968817028	7.75943106631245	5.768259136901329	7.124383777731018	6.935960299134395
SAMEA3136655	gtdb207	refKrak	5.881913651486499	6.34179629104225	4.566014092899584	5.707207667820054	5.282962882606125
SAMEA3136656	gtdb207	refKrak	6.242235323372316	6.436520899959405	4.658276606951418	6.040647610613905	5.727074682266452
SAMEA3136657	gtdb207	refKrak	5.94938054018809	6.665399422436386	4.14780991461623	5.61667994320474	5.136990608174536
SAMEA3136658	gtdb207	refKrak	7.736558015254862	8.08179595215687	6.082859794335339	7.667660487991361	7.398185210630249
SAMEA3136659	gtdb207	refKrak	7.004892535420701	7.584599150592707	5.113762613959882	6.811145247813085	6.593674266117072
SAMEA3136660	gtdb207	refKrak	5.978393492633935	6.728474621824197	4.28742203409285	5.852117527526373	5.076978032215012
SAMEA3136661	gtdb207	refKrak	5.666178203668998	6.350166723933493	4.3556942316901806	5.506167201608881	5.071655961036652
SAMEA3136662	gtdb207	refKrak	5.9324102473291855	6.438999076128146	4.532795225392697	5.765217918993367	5.554836100663436
SAMEA3136663	gtdb207	refKrak	6.36940973864782	7.085749239211366	4.904245301274379	6.028052016874991	5.881603814062108
SAMEA3136664	gtdb207	refKrak	6.633062300876904	7.265168016568727	5.28572393834189	6.418808318206311	6.194783293759838
SAMEA3136665	gtdb207	refKrak	5.50239598711411	6.068806770101975	4.721035502295295	5.289150924257745	5.051347233811807
