mOTU	msp
ref_mOTU_v3_07719	msp_0467
meta_mOTU_v3_12842	msp_0996
ref_mOTU_v3_01680	msp_0098
meta_mOTU_v3_12768	msp_0254
ext_mOTU_v3_23625	msp_0060
meta_mOTU_v3_12867	msp_0427
ext_mOTU_v3_17847	msp_1347c
ref_mOTU_v3_06316	msp_0334
ref_mOTU_v3_07716	msp_0675
meta_mOTU_v3_13335	msp_1394
ext_mOTU_v3_18026	msp_0562:0.33225021585820025,msp_0946:0.14157120243301669,msp_1142:0.07477108182355778,msp_1159:0.35351010589508636,msp_1701c:0.09789739399013896
meta_mOTU_v3_14103	msp_1220
ext_mOTU_v3_26781	msp_0005:0.9092725819344524,msp_0157:0.09072741806554756
meta_mOTU_v3_14117	msp_1528
ref_mOTU_v3_03570	msp_0299
ext_mOTU_v3_16327	msp_0467:0.31324447992203275,msp_0914:0.6728106071359686,msp_1637:0.013944912941998544
meta_mOTU_v3_12985	msp_0214
ref_mOTU_v3_00282	msp_1543
ref_mOTU_v3_03703	msp_0126
ref_mOTU_v3_03686	msp_0206
ext_mOTU_v3_17555	msp_0995
ext_mOTU_v3_26585	msp_0022:0.5869308877121957,msp_1578c:0.41306911228780435
ext_mOTU_v3_26947	msp_1422
ext_mOTU_v3_17707	msp_1817
ext_mOTU_v3_17540	msp_0746:0.007006027186643467,msp_1568:0.9929939728133564
meta_mOTU_v3_13324	msp_1103
ext_mOTU_v3_18140	msp_1051:0.8929818466553564,msp_1140:0.0546778448499596,msp_1472c:0.05234030849468387
ext_mOTU_v3_26241	msp_1557
ext_mOTU_v3_17825	msp_1867
ext_mOTU_v3_17359	msp_1599
ext_mOTU_v3_17643	msp_0800:0.9338183168929373,msp_0940:0.06618168310706278
ext_mOTU_v3_17628	msp_1227c:0.6528349809997109,msp_1596:0.347165019000289
meta_mOTU_v3_13922	msp_0776
ref_mOTU_v3_04085	msp_1237
ext_mOTU_v3_26441	msp_1009:0.31272221363425573,msp_1627:0.6872777863657443
meta_mOTU_v3_14515	msp_0801
ext_mOTU_v3_18302	msp_1141
ext_mOTU_v3_17936	msp_1272
ext_mOTU_v3_18096	msp_1420
ref_mOTU_v3_07601	msp_0710
ext_mOTU_v3_18156	msp_0907
ext_mOTU_v3_18175	msp_0715c
ext_mOTU_v3_18139	msp_0823
ext_mOTU_v3_17669	msp_0208:0.6028119507908611,msp_0387:0.39718804920913886
ext_mOTU_v3_26786	msp_0957
ext_mOTU_v3_33706	msp_1613
ref_mOTU_v3_03588	msp_0696
ext_mOTU_v3_26510	msp_0509:0.030568020137900845,msp_0725:0.5670679654153442,msp_1091:0.40236401444675496
ref_mOTU_v3_05847	msp_0428
ext_mOTU_v3_16180	msp_0424:0.34443541835905767,msp_0456:0.6555645816409423
meta_mOTU_v3_13719	msp_0076
ref_mOTU_v3_02390	msp_1126
ext_mOTU_v3_16291	msp_1494c
ext_mOTU_v3_18269	msp_0695:0.11539546295956081,msp_1646:0.8846045370404392
ref_mOTU_v3_06505	msp_0534
ext_mOTU_v3_18080	msp_1395
ext_mOTU_v3_26189	msp_0478:0.06944118237178155,msp_1323:0.6822301666427921,msp_1399:0.07356057454637877,msp_1652:0.17476807643904751
ext_mOTU_v3_17768	msp_0147:0.01833671340703742,msp_1845:0.20416172525753162,msp_2028:0.7775015613354309
ref_mOTU_v3_08610	msp_1435
ext_mOTU_v3_16136	msp_1140
meta_mOTU_v3_13123	msp_0980
ref_mOTU_v3_03699	msp_0097
ref_mOTU_v3_03684	msp_0376
ext_mOTU_v3_26515	msp_0205:0.8598453324475752,msp_0404:0.026174801117046804,msp_0976:0.1139798664353779
ext_mOTU_v3_18042	msp_1267
meta_mOTU_v3_13830	msp_0606
ext_mOTU_v3_17857	msp_0800:0.5372146405061409,msp_0940:0.462785359493859
meta_mOTU_v3_12747	msp_0168
ext_mOTU_v3_16206	msp_1009:0.008493662606251994,msp_1051:0.9915063373937479
ext_mOTU_v3_18046	msp_0844c
ref_mOTU_v3_02812	msp_1578c
meta_mOTU_v3_13417	msp_0960
meta_mOTU_v3_12552	msp_0687
ext_mOTU_v3_16214	msp_0125
ext_mOTU_v3_17677	msp_0158:0.05368341542636988,msp_0227:0.8146583719492345,msp_0376:0.028347462048314828,msp_0548:0.1033107505760807
ref_mOTU_v3_00254	msp_0600c:0.037209302325581395,msp_0843:0.9627906976744186
ext_mOTU_v3_26349	msp_0306:0.44439000576357696,msp_0874:0.5556099942364231
ref_mOTU_v3_03519	msp_0844c
ref_mOTU_v3_07688	msp_1141
ext_mOTU_v3_16230	msp_0365
ext_mOTU_v3_17337	msp_1244
ext_mOTU_v3_26634	msp_0388:0.1282689912826899,msp_1244:0.87173100871731
ext_mOTU_v3_26920	msp_0393
ext_mOTU_v3_17651	msp_1625
ext_mOTU_v3_24611	msp_0958
ext_mOTU_v3_26690	msp_0346
ext_mOTU_v3_28875	msp_1418c:0.6038286932774624,msp_1543:0.39617130672253753
ext_mOTU_v3_26514	msp_0319
meta_mOTU_v3_12601	msp_0444
ext_mOTU_v3_26531	msp_0303:0.2074889113979816,msp_0317:0.20506934843113134,msp_0536:0.1658007497953828,msp_0541:0.38661791064344597,msp_1357:0.035023079732058385
ext_mOTU_v3_17590	msp_0329
meta_mOTU_v3_13388	msp_1147
ref_mOTU_v3_07724	msp_1101
ext_mOTU_v3_17636	msp_0374:0.33766233766233766,msp_1520:0.6623376623376623
ref_mOTU_v3_11911	msp_1276
ext_mOTU_v3_26196	msp_0602c:0.08438529781004106,msp_1418c:0.230637344857219,msp_1543:0.10165264411091027,msp_1599:0.5833247132218297
ref_mOTU_v3_03956	msp_0662:0.3407283052460368,msp_1606c:0.6515988818338185,msp_2141:0.007672812920144602
ref_mOTU_v3_10170	msp_1040c
ext_mOTU_v3_17880	msp_2074
ext_mOTU_v3_16366	msp_1212:0.020711835783172105,msp_1427:0.9792881642168278
ext_mOTU_v3_26908	msp_0838:0.30012731285638183,msp_1023:0.6998726871436183
ext_mOTU_v3_26357	msp_0311:0.44291911149994107,msp_0654:0.5570808885000589
ext_mOTU_v3_16399	msp_0560
ref_mOTU_v3_07744	msp_0938
ref_mOTU_v3_08789	msp_1904
ext_mOTU_v3_17364	msp_1599
ext_mOTU_v3_17966	msp_2025
ext_mOTU_v3_18287	msp_1064:0.013364044983622205,msp_1065:0.033876061920170314,msp_2060:0.9527598930962075
meta_mOTU_v3_12597	msp_0757
ext_mOTU_v3_16275	msp_1496
meta_mOTU_v3_12825	msp_0926
ext_mOTU_v3_28825	msp_1418c:0.3483863340820428,msp_1599:0.6516136659179572
ext_mOTU_v3_26681	msp_0225:0.8978409689310164,msp_1859:0.10215903106898368
ext_mOTU_v3_17765	msp_0738
ext_mOTU_v3_17537	msp_1521
ext_mOTU_v3_26990	msp_0518
meta_mOTU_v3_14388	msp_1010
meta_mOTU_v3_14096	msp_1565
ref_mOTU_v3_00290	msp_1543
ext_mOTU_v3_17457	msp_1154
ext_mOTU_v3_26716	msp_0323:0.006564953230439501,msp_0697:0.001646827087317968,msp_1351:0.4621367455336166,msp_1567:0.45414119343571896,msp_1820:0.075510280712907
ext_mOTU_v3_26972	msp_0711c
ext_mOTU_v3_26432	msp_1030:0.9384472410817648,msp_1378:0.061552758918235174
ext_mOTU_v3_16320	msp_0952:0.06882455385252516,msp_1296c:0.6346406358110963,msp_1358:0.05515726656266201,msp_1381:0.24137754377371656
ref_mOTU_v3_07622	msp_0854
ext_mOTU_v3_16363	msp_0052:0.027796140751729884,msp_1145:0.44144040481984576,msp_1851:0.5307634544284243
ext_mOTU_v3_26203	msp_0984
ext_mOTU_v3_17591	msp_0498
ref_mOTU_v3_07651	msp_1054
ref_mOTU_v3_07644	msp_1138
ext_mOTU_v3_26426	msp_1621
meta_mOTU_v3_12826	msp_0476
ext_mOTU_v3_18095	msp_0162:0.49766355140186913,msp_0185:0.25116822429906543,msp_0308:0.25116822429906543
meta_mOTU_v3_12612	msp_0116
ext_mOTU_v3_26389	msp_0584:0.8587282505676788,msp_1279:0.1412717494323212
ext_mOTU_v3_16432	msp_1774
meta_mOTU_v3_12468	msp_1008
meta_mOTU_v3_12238	msp_0764
ref_mOTU_v3_05865	msp_1337c
meta_mOTU_v3_13206	msp_0524
ext_mOTU_v3_26216	msp_0388
ext_mOTU_v3_26269	msp_1928
ref_mOTU_v3_01924	msp_0890c
ref_mOTU_v3_01681	msp_0098
meta_mOTU_v3_12245	msp_1066
ext_mOTU_v3_17552	msp_1197
ref_mOTU_v3_07721	msp_0477
meta_mOTU_v3_14129	msp_1010
ext_mOTU_v3_16270	msp_0382
ext_mOTU_v3_26540	msp_0075
ext_mOTU_v3_16691	msp_0319:0.9062885966540873,msp_1723:0.09371140334591274
ext_mOTU_v3_17610	msp_0681
ext_mOTU_v3_17311	msp_0046:0.9889511546839113,msp_0336:0.011048845316088693
ext_mOTU_v3_26316	msp_0012:0.04371916582156935,msp_0874:0.07198313016626431,msp_0893:0.8842977040121662
ext_mOTU_v3_17793	msp_0660:0.34482538425680553,msp_0824:0.32965945300477006,msp_0882c:0.3255151627384244
ext_mOTU_v3_18002	msp_0596
ext_mOTU_v3_17309	msp_0032:0.09278260120105047,msp_0417:0.31606587804214936,msp_0523:0.015075407424980421,msp_0537:0.1610494744424738,msp_0543c:0.06603028452141425,msp_0880:0.059219986117860314,msp_1026:0.23168520884706753,msp_1837:0.05809115940300374
meta_mOTU_v3_13304	msp_0312
ref_mOTU_v3_03642	msp_0611
ext_mOTU_v3_15391	msp_0422:0.8240190249702736,msp_1682c:0.17598097502972654
ext_mOTU_v3_26460	msp_0594
ext_mOTU_v3_17956	msp_2005
ref_mOTU_v3_05069	msp_0016
ext_mOTU_v3_26469	msp_1943
ext_mOTU_v3_15344	msp_1152
meta_mOTU_v3_12775	msp_0753
ref_mOTU_v3_03597	msp_0142
meta_mOTU_v3_13805	msp_1561
ref_mOTU_v3_01077	msp_0935
meta_mOTU_v3_13850	msp_1261
meta_mOTU_v3_12928	msp_1088
ext_mOTU_v3_17464	msp_0169:0.5774174363431707,msp_1912:0.4225825636568293
ext_mOTU_v3_17338	msp_0396:0.13446475195822458,msp_1244:0.8655352480417755
meta_mOTU_v3_12821	msp_1054
ext_mOTU_v3_18259	msp_1126
ext_mOTU_v3_18293	msp_1540
ref_mOTU_v3_03628	msp_0188
meta_mOTU_v3_13446	msp_1518
meta_mOTU_v3_13688	msp_0702
ext_mOTU_v3_16130	msp_1863
ext_mOTU_v3_27629	msp_0602c:0.05171598858556388,msp_1418c:0.18249428853166358,msp_1543:0.050802278539882534,msp_1599:0.71498744434289
ext_mOTU_v3_26448	msp_1244
meta_mOTU_v3_13774	msp_0679
ext_mOTU_v3_16241	msp_1118
ext_mOTU_v3_17889	msp_0912:0.5299837925445705,msp_0976:0.47001620745542955
ext_mOTU_v3_26654	msp_0126:0.5410157992630199,msp_0510:0.45898420073698015
ext_mOTU_v3_26629	msp_1095:0.3777844899192026,msp_1888:0.6222155100807975
ref_mOTU_v3_05385	msp_0289
ext_mOTU_v3_16143	msp_1902
ext_mOTU_v3_27009	msp_0614:0.15379696243005597,msp_0802:0.6151878497202239,msp_1692:0.23101518784972022
ext_mOTU_v3_17423	msp_0586:0.009086010415648276,msp_1374:0.012288955986751102,msp_1430:0.9528066870996141,msp_1573:0.025818346497986474
ref_mOTU_v3_07632	msp_0907
ref_mOTU_v3_00852	msp_0286
ext_mOTU_v3_18056	msp_1786
ext_mOTU_v3_16204	msp_0046:0.5436484688674119,msp_1751:0.45635153113258814
meta_mOTU_v3_13976	msp_0640
ext_mOTU_v3_26557	msp_1009
ext_mOTU_v3_26341	msp_0347:0.23926854976743286,msp_0877:0.31170765199060063,msp_1647:0.4490237982419665
ext_mOTU_v3_17959	msp_1488
ext_mOTU_v3_17371	msp_0238:0.9667032822805135,msp_1490:0.0332967177194864
ext_mOTU_v3_26232	msp_0729:0.4563409881728792,msp_0996:0.5436590118271208
ref_mOTU_v3_04706	msp_0950c
meta_mOTU_v3_13443	msp_1557
meta_mOTU_v3_13225	msp_1301
ext_mOTU_v3_17770	msp_0611:0.8107074569789674,msp_0991:0.18929254302103252
ext_mOTU_v3_26703	msp_0124:0.1217614853982316,msp_0345:0.4235232457912419,msp_0374:0.45471526881052654
ref_mOTU_v3_07676	msp_0551
meta_mOTU_v3_13615	msp_0531
ext_mOTU_v3_26595	msp_0052:0.24573703055310772,msp_0126:0.7542629694468922
ext_mOTU_v3_23379	msp_0069
ext_mOTU_v3_18084	msp_0396
ext_mOTU_v3_33796	msp_1501
ext_mOTU_v3_18110	msp_0345:0.07645051194539249,msp_0388:0.9235494880546075
ref_mOTU_v3_02143	msp_0916
ext_mOTU_v3_26923	msp_0592:0.8050685946935932,msp_0622:0.19493140530640687
ext_mOTU_v3_16258	msp_0360:0.012654668148931436,msp_0524:0.0077851758920979616,msp_0647:0.009206626546554051,msp_1048:0.12921005625645193,msp_1515:0.8411434731559647
ext_mOTU_v3_17984	msp_0467:0.43447385409941897,msp_1029:0.565526145900581
ext_mOTU_v3_26464	msp_1670
ext_mOTU_v3_17406	msp_2006
meta_mOTU_v3_13127	msp_1287
ext_mOTU_v3_26960	msp_0810
meta_mOTU_v3_12903	msp_0871
ext_mOTU_v3_17469	msp_0654
meta_mOTU_v3_13396	msp_1253
meta_mOTU_v3_12495	msp_1068
ref_mOTU_v3_00709	msp_0157
ext_mOTU_v3_26586	msp_1238
meta_mOTU_v3_12882	msp_0611
ext_mOTU_v3_26928	msp_0893
ext_mOTU_v3_28996	msp_0893
meta_mOTU_v3_12287	msp_0181
meta_mOTU_v3_13210	msp_0760
ext_mOTU_v3_26292	msp_0601c
ref_mOTU_v3_02784	msp_1704c
ext_mOTU_v3_17326	msp_1244
meta_mOTU_v3_12450	msp_0720
ext_mOTU_v3_26323	msp_0081
ext_mOTU_v3_26666	msp_0213:0.5815724595901789,msp_0634:0.41842754040982105
meta_mOTU_v3_12923	msp_0479
meta_mOTU_v3_12759	msp_1799
ref_mOTU_v3_03487	msp_0102
ext_mOTU_v3_18072	msp_1462:0.07593823869886976,msp_1609c:0.9240617613011303
ext_mOTU_v3_26543	msp_0356:0.07089523439339178,msp_0761:0.33530467878998177,msp_1136:0.535440772990298,msp_1550:0.0583593138263285
ext_mOTU_v3_18034	msp_0269:0.4082574295454109,msp_0312:0.2388722315576992,msp_0643:0.13659603182964994,msp_0867:0.02695158099491815,msp_1342:0.04383334051920754,msp_1707:0.14548938555311441
ext_mOTU_v3_16454	msp_1496
ext_mOTU_v3_26645	msp_0723:0.7075725525042882,msp_1021:0.010690440033759968,msp_1302:0.2817370074619518
meta_mOTU_v3_13926	msp_0940
ext_mOTU_v3_26360	msp_0881
ext_mOTU_v3_17439	msp_0490
ext_mOTU_v3_17568	msp_0068
ext_mOTU_v3_17982	msp_1888
ref_mOTU_v3_07857	msp_0896
meta_mOTU_v3_12862	msp_0891
ext_mOTU_v3_17919	msp_0110:0.083813999345281,msp_1076:0.23730598446594475,msp_1464:0.6788800161887742
ref_mOTU_v3_04772	msp_0280
meta_mOTU_v3_14321	msp_1014
ext_mOTU_v3_26405	msp_0572
meta_mOTU_v3_12977	msp_1037
ref_mOTU_v3_10001	msp_0873
ext_mOTU_v3_17877	msp_0743
meta_mOTU_v3_12421	msp_1160
meta_mOTU_v3_12384	msp_1180
meta_mOTU_v3_12282	msp_1143
ext_mOTU_v3_17807	msp_0766:0.08817845776606353,msp_0861:0.04946596411266979,msp_1085:0.16078666533199334,msp_1251:0.06949890908041768,msp_1323:0.15428181061420523,msp_1378:0.030792477315133304,msp_1588:0.446995715779517
ext_mOTU_v3_28985	msp_0778
ext_mOTU_v3_27014	msp_1226
ext_mOTU_v3_23605	msp_0269:0.08663425369631067,msp_0312:0.2221610656539668,msp_0597:0.06869234590690136,msp_0643:0.04241144277324023,msp_0867:0.15713330427135314,msp_1468:0.2872509708238592,msp_1707:0.1357166168743687
ext_mOTU_v3_17462	msp_0928
ref_mOTU_v3_07617	msp_1033
ext_mOTU_v3_17969	msp_2140
ref_mOTU_v3_07623	msp_0321
meta_mOTU_v3_14513	msp_0208:0.027360894352189264,msp_0244:0.008184158920302387,msp_1553:0.9644549467275083
ext_mOTU_v3_26851	msp_2032
ref_mOTU_v3_10023	msp_0802
ext_mOTU_v3_17879	msp_1364
ext_mOTU_v3_26425	msp_1836
ext_mOTU_v3_17979	msp_0169:0.017144155946327837,msp_0441:0.2275172605895849,msp_1716:0.7553385834640871
ref_mOTU_v3_10008	msp_1475
meta_mOTU_v3_14029	msp_1326
ext_mOTU_v3_17383	msp_0126:0.01984575600075131,msp_0250:0.014896240327800346,msp_1202:0.9652580036714483
ext_mOTU_v3_17475	msp_0504
ext_mOTU_v3_26878	msp_1014:0.741958674121547,msp_1983:0.25804132587845285
ext_mOTU_v3_17896	msp_1049:0.23798993768251764,msp_1157:0.7620100623174824
ext_mOTU_v3_17626	msp_0650:0.05473656336465161,msp_0769:0.07969934584369633,msp_1128:0.865564090791652
meta_mOTU_v3_14210	msp_1516
meta_mOTU_v3_14045	msp_0067
ext_mOTU_v3_33794	msp_0724:0.18618156799023047,msp_0741:0.24411973192594594,msp_0919:0.17413431964826306,msp_1419:0.3955643804355605
meta_mOTU_v3_13912	msp_0826
meta_mOTU_v3_12644	msp_1138
meta_mOTU_v3_13766	msp_0051
ref_mOTU_v3_10249	msp_1227c
ext_mOTU_v3_17780	msp_0662:0.16836817056374564,msp_1606c:0.3348910062373389,msp_1607c:0.4870848749186665,msp_2141:0.009655948280248917
ext_mOTU_v3_26513	msp_0838
ext_mOTU_v3_17996	msp_0957:0.14215226598799557,msp_1460:0.8578477340120045
ext_mOTU_v3_26403	msp_0489
ext_mOTU_v3_18007	msp_1546
ext_mOTU_v3_26326	msp_0183
meta_mOTU_v3_14023	msp_0813
ext_mOTU_v3_26758	msp_0687:0.18398727465535525,msp_0738:0.8160127253446448
meta_mOTU_v3_13558	msp_1267
ext_mOTU_v3_18047	msp_0306:0.5209376227540331,msp_1323:0.0679729652671078,msp_2070:0.4110894119788591
ref_mOTU_v3_03662	msp_0208
ref_mOTU_v3_11433	msp_0150c
meta_mOTU_v3_13689	msp_1121
ref_mOTU_v3_07627	msp_0858
meta_mOTU_v3_14109	msp_1322
ext_mOTU_v3_18079	msp_1002
ext_mOTU_v3_16128	msp_0171:0.19533948759255707,msp_0236:0.057986326495034574,msp_1624:0.7466741859124084
ext_mOTU_v3_28881	msp_1343
ext_mOTU_v3_26736	msp_0263
ref_mOTU_v3_00708	msp_1331
ext_mOTU_v3_26626	msp_0568
meta_mOTU_v3_14079	msp_0786
ext_mOTU_v3_29556	msp_0656
ext_mOTU_v3_17346	msp_1244
ext_mOTU_v3_17631	msp_1047
ext_mOTU_v3_26975	msp_0027:0.11923514867697113,msp_0083:0.014904393584621391,msp_0155:0.08445823031285456,msp_0264:0.19375292683426532,msp_0316:0.561952070272975,msp_0590:0.025697230318312742
ext_mOTU_v3_26535	msp_0391:0.12165229371782664,msp_0423:0.017986552917321024,msp_0435:0.10453863328771434,msp_0640:0.04218495658443848,msp_0670:0.14208127738508794,msp_0791:0.11249321755850263,msp_0912:0.01881352086754268,msp_1085:0.09904928394755516,msp_1251:0.16571722820242032,msp_1323:0.12734255566464314,msp_1729:0.048140479866947444
ext_mOTU_v3_18003	msp_0958:0.3842105263157895,msp_1100:0.6157894736842106
ref_mOTU_v3_00101	msp_0341
meta_mOTU_v3_12691	msp_0192
ext_mOTU_v3_17804	msp_0794
ext_mOTU_v3_18009	msp_1279:0.10094912397825537,msp_1854:0.06097551569123527,msp_1977:0.8380753603305093
ext_mOTU_v3_17663	msp_1009:0.5042044461550937,msp_1051:0.013026328888025058,msp_1140:0.17149771125961047,msp_1606c:0.07790255511465967,msp_1607c:0.07790255511465967,msp_1627:0.15546640346795124
meta_mOTU_v3_12998	msp_1853
ext_mOTU_v3_24973	msp_1847
meta_mOTU_v3_12310	msp_1104
ext_mOTU_v3_17809	msp_0402
ext_mOTU_v3_18296	msp_1226
ext_mOTU_v3_17366	msp_1599
ext_mOTU_v3_17991	msp_0269:0.0342898194195657,msp_0312:0.005433631107097332,msp_0597:0.3828581784062896,msp_0643:0.04346904885677866,msp_1342:0.1790999437875859,msp_1468:0.35484937842268294
ext_mOTU_v3_17342	msp_1244
ext_mOTU_v3_17965	msp_1074
ext_mOTU_v3_17872	msp_0750:0.9821350277601038,msp_1777:0.017864972239896273
meta_mOTU_v3_12237	msp_0761
meta_mOTU_v3_14076	msp_0631
ref_mOTU_v3_01407	msp_1006
meta_mOTU_v3_12474	msp_0551
ref_mOTU_v3_03634	msp_0277
ref_mOTU_v3_03445	msp_1747
ext_mOTU_v3_18061	msp_0075
ref_mOTU_v3_02968	msp_0977
meta_mOTU_v3_13297	msp_0730
ext_mOTU_v3_26659	msp_0012
ext_mOTU_v3_26550	msp_0844c
ext_mOTU_v3_17718	msp_1244
meta_mOTU_v3_13916	msp_1184
ext_mOTU_v3_26522	msp_0761:0.7012838440974689,msp_1136:0.298716155902531
ext_mOTU_v3_18144	msp_0859
ext_mOTU_v3_26751	msp_0836
ext_mOTU_v3_26378	msp_0112:0.5364073831153702,msp_0129:0.46359261688462977
ref_mOTU_v3_03440	msp_0200
ref_mOTU_v3_03659	msp_0208
ref_mOTU_v3_03954	msp_0662
ext_mOTU_v3_16227	msp_1454
meta_mOTU_v3_13380	msp_0211
ext_mOTU_v3_18021	msp_0356:0.09371290719998276,msp_0761:0.12088368007635215,msp_1550:0.7854034127236651
ext_mOTU_v3_17341	msp_0280:0.35796597768428756,msp_1244:0.6420340223157125
meta_mOTU_v3_13047	msp_1380
ext_mOTU_v3_16240	msp_0029:0.9930336008174104,msp_0489:0.006966399182589526
ext_mOTU_v3_26246	msp_0288:0.009793355970399275,msp_0386:0.05929310757588676,msp_0937:0.05337989611339613,msp_1728:0.8775336403403179
ext_mOTU_v3_26324	msp_0074
meta_mOTU_v3_13950	msp_0219
ext_mOTU_v3_26916	msp_0157:0.8601398601398602,msp_0341:0.13986013986013987
ext_mOTU_v3_28751	msp_0046
ext_mOTU_v3_28826	msp_1543:0.20309922350303408,msp_1599:0.7969007764969659
ref_mOTU_v3_10408	msp_0220
ref_mOTU_v3_03433	msp_1365
ext_mOTU_v3_17714	msp_1032:0.7534263263690077,msp_1091:0.24657367363099225
ref_mOTU_v3_03478	msp_0061:0.06946461084606698,msp_1344c:0.9305353891539331
ext_mOTU_v3_27038	msp_1359
ext_mOTU_v3_17934	msp_0205:0.6767651058295133,msp_0361:0.0578578425265733,msp_0404:0.05888749208884532,msp_0596:0.13064908657221685,msp_0976:0.07584047298285122
meta_mOTU_v3_12336	msp_0769
ref_mOTU_v3_07638	msp_1111
ext_mOTU_v3_26298	msp_0090:0.009150739104506308,msp_0225:0.0706525093738834,msp_0904:0.24449631044852796,msp_1727:0.6757004410730824
ext_mOTU_v3_26705	msp_1733
meta_mOTU_v3_14133	msp_1886
ext_mOTU_v3_18303	msp_1304
meta_mOTU_v3_12894	msp_0688
ext_mOTU_v3_17339	msp_1244
ref_mOTU_v3_05072	msp_1596
ext_mOTU_v3_26674	msp_0360:0.8109665713051548,msp_0473c:0.019404815633034873,msp_0647:0.16962861306181046
ext_mOTU_v3_33790	msp_1112
ext_mOTU_v3_17924	msp_0724:0.058690984290659026,msp_0741:0.941309015709341
ext_mOTU_v3_26536	msp_1499
ext_mOTU_v3_17840	msp_1979
ref_mOTU_v3_07666	msp_0426
ext_mOTU_v3_17415	msp_0990
ext_mOTU_v3_26909	msp_0810
ext_mOTU_v3_17819	msp_0213:0.03469746631112077,msp_0356:0.512904890340343,msp_0622:0.45239764334853627
ext_mOTU_v3_26638	msp_0319:0.49724312201549303,msp_1302:0.502756877984507
ext_mOTU_v3_17609	msp_1465
ext_mOTU_v3_33179	msp_1062
meta_mOTU_v3_13475	msp_0797
ext_mOTU_v3_18068	msp_1847:0.0507571050135723,msp_1923:0.9492428949864278
ref_mOTU_v3_00283	msp_1418c
ext_mOTU_v3_18120	msp_0426
ext_mOTU_v3_26977	msp_0280:0.3529691952000739,msp_0801:0.037784009542520036,msp_1419:0.6092467952574059
ext_mOTU_v3_26950	msp_0461:0.10755896117644519,msp_0513:0.8924410388235547
meta_mOTU_v3_12357	msp_0187
ref_mOTU_v3_00276	msp_1057c
meta_mOTU_v3_12365	msp_0787
ext_mOTU_v3_16215	msp_0892:0.021852730863345566,msp_1407:0.9781472691366544
ext_mOTU_v3_16211	msp_0113
ext_mOTU_v3_17834	msp_0803
ref_mOTU_v3_03214	msp_1489c
ext_mOTU_v3_16198	msp_0421:0.2053933214376561,msp_0657:0.7946066785623439
ref_mOTU_v3_07735	msp_0392
meta_mOTU_v3_12997	msp_0966
ext_mOTU_v3_27021	msp_0170
ref_mOTU_v3_00081	msp_0341
meta_mOTU_v3_12743	msp_0465
ref_mOTU_v3_01020	msp_1336
ext_mOTU_v3_17348	msp_1244
ext_mOTU_v3_26397	msp_0468
ext_mOTU_v3_26175	msp_1866:0.15705953329927655,msp_1908:0.8429404667007235
ext_mOTU_v3_17384	msp_0584
ext_mOTU_v3_26290	msp_0768
ext_mOTU_v3_17736	msp_0531
ref_mOTU_v3_03629	msp_0623
ref_mOTU_v3_11152	msp_0374:0.20484606472922676,msp_0456:0.08237324065172914,msp_1520:0.712780694619044
meta_mOTU_v3_14360	msp_0844c
meta_mOTU_v3_13112	msp_1231
ref_mOTU_v3_03653	msp_0498
ext_mOTU_v3_17764	msp_0741:0.1482907817049264,msp_1706:0.8517092182950736
meta_mOTU_v3_12674	msp_0269
ext_mOTU_v3_19492	msp_1599:0.9114119379953707,msp_1702:0.08858806200462929
ext_mOTU_v3_26637	msp_0196:0.4328835614318057,msp_0280:0.5671164385681944
ext_mOTU_v3_17374	msp_0812
ext_mOTU_v3_17538	msp_0970
ext_mOTU_v3_28803	msp_1794:0.3607850683086396,msp_1801:0.6392149316913605
ext_mOTU_v3_15400	msp_1831
ref_mOTU_v3_03652	msp_0367
meta_mOTU_v3_13367	msp_1011
ext_mOTU_v3_17360	msp_1599
meta_mOTU_v3_12852	msp_0237
ref_mOTU_v3_04396	msp_1773
ref_mOTU_v3_00080	msp_0005
ext_mOTU_v3_17351	msp_1244
ext_mOTU_v3_17405	msp_1061c
ref_mOTU_v3_07669	msp_1217
ext_mOTU_v3_26689	msp_0012:0.8149629592641902,msp_0259:0.18503704073580973
ext_mOTU_v3_18090	msp_0819
ext_mOTU_v3_17362	msp_0742:0.28335282130090533,msp_1190c:0.23550596331807705,msp_1599:0.4811412153810176
ext_mOTU_v3_33493	msp_0046:0.9877341664010907,msp_0336:0.01226583359890933
ext_mOTU_v3_17796	msp_0342:0.03514149892373176,msp_0442:0.025600820482899606,msp_0545:0.46081476869219296,msp_0552:0.01753444626049839,msp_1030:0.11520911117715812,msp_1378:0.3456993544635191
ref_mOTU_v3_02701	msp_0138
ext_mOTU_v3_17662	msp_0452:0.26235256256218953,msp_0513:0.0796838678373987,msp_0874:0.6579635696004118
ext_mOTU_v3_26668	msp_0186
ext_mOTU_v3_17530	msp_1822
ext_mOTU_v3_26691	msp_0930:0.18802122820318423,msp_1632:0.8119787717968158
ext_mOTU_v3_26228	msp_1162
ext_mOTU_v3_26569	msp_0881
ext_mOTU_v3_17424	msp_0057:0.1320445609436435,msp_0576:0.8679554390563564
ext_mOTU_v3_18162	msp_1710
ext_mOTU_v3_26311	msp_0012:0.5190538588935153,msp_0036:0.48094614110648465
ext_mOTU_v3_18304	msp_0845:0.4274780230361448,msp_1135:0.04219143177471711,msp_1324:0.45083361038745734,msp_1413:0.07949693480168087
ext_mOTU_v3_26250	msp_1227c:0.9143122107575675,msp_1531c:0.08568778924243242
meta_mOTU_v3_13302	msp_0387
