mOTU	msp
meta_mOTU_v3_12303	msp_0345
ext_mOTU_v3_17742	msp_1279:0.9062162764007605,msp_1854:0.09378372359923945
ref_mOTU_v3_00721	msp_1682c
ext_mOTU_v3_17792	msp_0090:0.025710449834872272,msp_1903:0.9742895501651277
ref_mOTU_v3_04094	msp_0114
ref_mOTU_v3_02442	msp_1156
ref_mOTU_v3_03665	msp_0414
ref_mOTU_v3_01040	msp_1265
ref_mOTU_v3_03970	msp_0146c:0.16692993720198226,msp_0602c:0.12863093295459743,msp_0833:0.004594817505066503,msp_1543:0.4738589321847136,msp_1599:0.2069089024107285,msp_1748:0.01907647774291163
ref_mOTU_v3_01406	msp_1089
meta_mOTU_v3_13564	msp_1185
ext_mOTU_v3_17357	msp_1523
meta_mOTU_v3_13574	msp_0788
meta_mOTU_v3_13828	msp_1527
ext_mOTU_v3_26254	msp_0383:0.14274344835427208,msp_1036:0.08186004206696607,msp_1153:0.7753965095787618
meta_mOTU_v3_12494	msp_0452
ext_mOTU_v3_26700	msp_0121:0.49859565780785076,msp_0301:0.012606214833662515,msp_0352:0.40708419722467887,msp_0763:0.08171393013380786
meta_mOTU_v3_14140	msp_1212
ext_mOTU_v3_28757	msp_0003:0.005572323635261651,msp_0007:0.036809851449995774,msp_0008:0.764754510248783,msp_0021:0.1928633146659595
ext_mOTU_v3_16287	msp_0276
ext_mOTU_v3_26708	msp_0013
meta_mOTU_v3_12366	msp_0015
meta_mOTU_v3_13321	msp_1360
meta_mOTU_v3_13977	msp_1136
meta_mOTU_v3_13332	msp_0553
ref_mOTU_v3_02385	msp_1215:0.02070454130474476,msp_1600:0.9792954586952551
meta_mOTU_v3_13478	msp_0919:0.8456776069913106,msp_1823:0.1543223930086894
ref_mOTU_v3_03693	msp_0530
meta_mOTU_v3_12229	msp_0161
ext_mOTU_v3_17849	msp_1634
ext_mOTU_v3_33788	msp_1904
ref_mOTU_v3_11352	msp_0422:0.0006521347628167376,msp_1942:0.9993478652371832
ext_mOTU_v3_17505	msp_0526
meta_mOTU_v3_13554	msp_0450
ext_mOTU_v3_17432	msp_1483
ref_mOTU_v3_03670	msp_0171:0.9167687175372662,msp_1041:0.08323128246273383
meta_mOTU_v3_12579	msp_1162
ref_mOTU_v3_07663	msp_1186
meta_mOTU_v3_14373	msp_0620
ext_mOTU_v3_17981	msp_0953
ref_mOTU_v3_01016	msp_0214:0.010691013176252031,msp_0381:0.34022229797508063,msp_0417:0.06321169372950833,msp_0637:0.585874995119159
ext_mOTU_v3_26382	msp_0490
ext_mOTU_v3_24945	msp_0232:0.8844520993336789,msp_0246:0.1155479006663212
ext_mOTU_v3_17308	msp_0396:0.014308541772805492,msp_0573:0.2648520742030098,msp_0638:0.2487912694244525,msp_1140:0.005514773881687095,msp_1339:0.41763423948721146,msp_1356:0.048899101230833665
ref_mOTU_v3_02135	msp_0040
ref_mOTU_v3_07587	msp_0064
ext_mOTU_v3_15358	msp_0889:0.07478529295865237,msp_1844:0.9252147070413476
ext_mOTU_v3_15442	msp_0396
meta_mOTU_v3_13140	msp_0056
meta_mOTU_v3_12602	msp_0494
ext_mOTU_v3_20713	msp_0042:0.17326059429014037,msp_0179:0.2676884490890141,msp_0433:0.002099987105330305,msp_0989:0.5569509695155151
meta_mOTU_v3_12757	msp_1206
ext_mOTU_v3_16176	msp_0650:0.007944462947222128,msp_1128:0.007843876033993837,msp_1296c:0.0005799238438126491,msp_1358:0.9836317371749715
ref_mOTU_v3_03676	msp_0125
meta_mOTU_v3_13305	msp_0265:0.9949253110398861,msp_0389:0.005074688960113856
ref_mOTU_v3_01682	msp_0054
meta_mOTU_v3_12262	msp_0151:0.49390322166602496,msp_0191:0.5060967783339752
meta_mOTU_v3_13153	msp_0972
ext_mOTU_v3_26624	msp_0090:0.013097106855941456,msp_0225:0.543648033454184,msp_0335:0.02369325863386394,msp_1727:0.4195616010560106
meta_mOTU_v3_12837	msp_0102
ref_mOTU_v3_02435	msp_0603c
meta_mOTU_v3_13313	msp_1185
ext_mOTU_v3_19463	msp_0853c
meta_mOTU_v3_12816	msp_1869
ext_mOTU_v3_33534	msp_0761
ext_mOTU_v3_26485	msp_1117
ext_mOTU_v3_17826	msp_1819
ext_mOTU_v3_17932	msp_0770
ext_mOTU_v3_18281	msp_1524
meta_mOTU_v3_12797	msp_1106
ref_mOTU_v3_12049	msp_0437c
ext_mOTU_v3_17666	msp_1061c
meta_mOTU_v3_13737	msp_1307
ext_mOTU_v3_26479	msp_1451
ext_mOTU_v3_17637	msp_1227c:0.0317020621729763,msp_1244:0.9682979378270238
ext_mOTU_v3_26249	msp_1686
ext_mOTU_v3_29839	msp_1285
ref_mOTU_v3_07586	msp_0214
ext_mOTU_v3_26421	msp_1693
ref_mOTU_v3_02585	msp_1554c
ext_mOTU_v3_16199	msp_0421:0.5001668668625451,msp_0657:0.49983313313745503
ext_mOTU_v3_18288	msp_1069:0.9804807087983997,msp_1161:0.01951929120160039
ext_mOTU_v3_17635	msp_0819:0.16858687781174536,msp_0909:0.08721648826950114,msp_1835:0.7441966339187536
ext_mOTU_v3_17971	msp_1890
ext_mOTU_v3_26272	msp_0461
meta_mOTU_v3_12292	msp_1043
meta_mOTU_v3_12955	msp_0593
ext_mOTU_v3_17581	msp_1306c
ext_mOTU_v3_17331	msp_0584:0.19298458707629965,msp_1244:0.8070154129237004
ext_mOTU_v3_26560	msp_0005:0.3631313938439703,msp_0754c:0.41452283392102646,msp_1554c:0.2223457722350033
ext_mOTU_v3_26879	msp_0141
meta_mOTU_v3_12558	msp_0675
meta_mOTU_v3_12399	msp_0546
ext_mOTU_v3_17968	msp_0736c
ext_mOTU_v3_26662	msp_0152:0.8902580677743548,msp_0250:0.10974193222564517
ext_mOTU_v3_17345	msp_1244:0.8540594152930618,msp_1377:0.14594058470693808
ext_mOTU_v3_26393	msp_0087:0.03853181382735405,msp_0698:0.6467768064225619,msp_1134:0.31469137975008415
ext_mOTU_v3_26952	msp_1012:0.8442831515400618,msp_1652:0.1557168484599382
ref_mOTU_v3_03660	msp_0152
ext_mOTU_v3_17694	msp_0467:0.41139523318734705,msp_1400:0.5886047668126531
ref_mOTU_v3_07740	msp_0886
ext_mOTU_v3_26720	msp_1418c:0.7407431810306191,msp_1543:0.25925681896938096
ref_mOTU_v3_06126	msp_1397c
ext_mOTU_v3_26966	msp_1689
ext_mOTU_v3_17776	msp_1350
ext_mOTU_v3_16437	msp_1574
ext_mOTU_v3_26679	msp_0853c
ref_mOTU_v3_03636	msp_0034
ext_mOTU_v3_17397	msp_1216:0.8387096774193549,msp_1335:0.16129032258064516
ext_mOTU_v3_26489	msp_0736c:0.030276938659103123,msp_1842:0.9697230613408969
meta_mOTU_v3_13633	msp_0807
ext_mOTU_v3_18107	msp_1757
ext_mOTU_v3_26348	msp_1145:0.2439004663682155,msp_1851:0.7560995336317845
meta_mOTU_v3_13262	msp_1257
ext_mOTU_v3_17353	msp_0800:0.3407355626990652,msp_1244:0.6592644373009349
ext_mOTU_v3_17593	msp_0075
ref_mOTU_v3_07712	msp_0752
ext_mOTU_v3_26496	msp_0075
ref_mOTU_v3_10240	msp_0744
meta_mOTU_v3_13776	msp_0459
ext_mOTU_v3_18027	msp_0453:0.07700236441228785,msp_0461:0.13375387586869988,msp_0513:0.0951138672844088,msp_0596:0.23156173211618372,msp_0689:0.46256816031841974
ext_mOTU_v3_16192	msp_0384:0.9732628660727355,msp_0631:0.026737133927264435
ext_mOTU_v3_18111	msp_0023:0.10449366967013123,msp_0046:0.16191811876813125,msp_1344c:0.7335882115617375
ext_mOTU_v3_17904	msp_1039:0.0071299704176708,msp_1423:0.9928700295823292
ext_mOTU_v3_28976	msp_0844c
ext_mOTU_v3_26732	msp_0075:0.48701931638037693,msp_0124:0.24795527041150678,msp_0301:0.09875669471046532,msp_0388:0.15923560077346346,msp_0389:0.007033117724187441
meta_mOTU_v3_13211	msp_0694
ext_mOTU_v3_17760	msp_0967:0.8939802336028752,msp_1887:0.10601976639712489
ext_mOTU_v3_26422	msp_0196:0.5581987577494485,msp_0439:0.4418012422505515
ext_mOTU_v3_26500	msp_2050
ext_mOTU_v3_18297	msp_0730:0.9019059168324047,msp_0928:0.09809408316759534
ext_mOTU_v3_17947	msp_1097:0.8177461723816378,msp_1254:0.1822538276183621
ref_mOTU_v3_07591	msp_0344
ref_mOTU_v3_07660	msp_1071
ref_mOTU_v3_00861	msp_0071
ref_mOTU_v3_07647	msp_0079
ext_mOTU_v3_26222	msp_0504
ref_mOTU_v3_04252	msp_1787
ext_mOTU_v3_18118	msp_0442:0.05677177117301437,msp_1378:0.0990610881344583,msp_1572:0.798633798427215,msp_1652:0.04553334226531241
ref_mOTU_v3_03524	msp_0844c
ext_mOTU_v3_26959	msp_1064:0.2363523677516723,msp_1065:0.10113004632501649,msp_2060:0.6625175859233112
meta_mOTU_v3_12841	msp_0309
ext_mOTU_v3_26578	msp_0518:0.8172916925618376,msp_0666:0.18270830743816233
ext_mOTU_v3_17484	msp_0127:0.5590227068902637,msp_0420:0.4409772931097363
meta_mOTU_v3_13061	msp_0889
ref_mOTU_v3_01098	msp_0166
ref_mOTU_v3_00086	msp_0341
meta_mOTU_v3_13829	msp_0119
ext_mOTU_v3_26792	msp_0358
ext_mOTU_v3_17992	msp_1163
meta_mOTU_v3_12249	msp_1005
ext_mOTU_v3_16688	msp_0795
ref_mOTU_v3_05195	msp_1046
ext_mOTU_v3_26652	msp_0024
meta_mOTU_v3_13545	msp_1639
ext_mOTU_v3_26528	msp_0273
ext_mOTU_v3_26759	msp_0269
ref_mOTU_v3_01958	msp_0677c
ext_mOTU_v3_17810	msp_0310:0.0070878678607842575,msp_1000:0.08497362101436416,msp_1878:0.9079385111248516
ref_mOTU_v3_07710	msp_0405
ext_mOTU_v3_26411	msp_1508
ext_mOTU_v3_17878	msp_1830
ext_mOTU_v3_33483	msp_0543c
ext_mOTU_v3_24923	msp_1085:0.0898879590509494,msp_1588:0.9101120409490506
ref_mOTU_v3_07684	msp_0564
meta_mOTU_v3_13562	msp_1330
ext_mOTU_v3_26385	msp_0989
ext_mOTU_v3_17333	msp_1244
meta_mOTU_v3_14355	msp_0495
ext_mOTU_v3_26261	msp_2152
ext_mOTU_v3_17831	msp_1852
ref_mOTU_v3_10415	msp_1052
ext_mOTU_v3_18022	msp_0797
meta_mOTU_v3_12875	msp_1448
meta_mOTU_v3_12805	msp_0070
ext_mOTU_v3_15351	msp_1482
ext_mOTU_v3_26644	msp_0173:0.5266678862288247,msp_0854:0.4733321137711754
ext_mOTU_v3_17818	msp_2054
ref_mOTU_v3_01000	msp_1783
meta_mOTU_v3_12633	msp_1201
ext_mOTU_v3_26379	msp_0016:0.543511864057568,msp_0043:0.456488135942432
ext_mOTU_v3_26223	msp_1267:0.08294943217391013,msp_1386:0.9170505678260898
meta_mOTU_v3_12569	msp_0794
ext_mOTU_v3_17863	msp_0303:0.2224459042170865,msp_0317:0.25966340499395646,msp_0536:0.02694543570522389,msp_0541:0.12128755900269272,msp_1357:0.36965769608104027
ext_mOTU_v3_17812	msp_0478:0.529032258064516,msp_1323:0.47096774193548385
ext_mOTU_v3_26772	msp_1422
ref_mOTU_v3_07670	msp_0584
meta_mOTU_v3_13393	msp_1426
ext_mOTU_v3_17789	msp_1988
ext_mOTU_v3_18255	msp_1242
ext_mOTU_v3_16690	msp_0269:0.02137960279774671,msp_0312:0.07036628062616393,msp_0643:0.0625709708547387,msp_1091:0.013802420041486478,msp_1342:0.016112696357443442,msp_1468:0.8157680293224209
meta_mOTU_v3_12298	msp_0453
ref_mOTU_v3_00940	msp_1785
ext_mOTU_v3_17528	msp_0386:0.0035989446368338237,msp_0937:0.0577674500827326,msp_1728:0.03182224731516223,msp_2127:0.9068113579652713
meta_mOTU_v3_13882	msp_1745
meta_mOTU_v3_12911	msp_0305
ext_mOTU_v3_17334	msp_1244
meta_mOTU_v3_12772	msp_0857
ext_mOTU_v3_16257	msp_0052:0.020703904159323577,msp_0901:0.01080153574459142,msp_1851:0.968494560096085
ext_mOTU_v3_17554	msp_0582
ext_mOTU_v3_26784	msp_0341:0.6185201595037662,msp_1554c:0.38147984049623396
ref_mOTU_v3_01099	msp_0166
meta_mOTU_v3_13387	msp_1487
ext_mOTU_v3_17465	msp_0821
meta_mOTU_v3_12503	msp_0395
ext_mOTU_v3_18129	msp_0769
ext_mOTU_v3_26388	msp_0967
ext_mOTU_v3_33797	msp_1140
ext_mOTU_v3_18023	msp_1261:0.3452039938190314,msp_1376:0.6547960061809687
ext_mOTU_v3_17328	msp_0794:0.2740828345626134,msp_1244:0.7259171654373866
meta_mOTU_v3_13682	msp_0844c
meta_mOTU_v3_13721	msp_1247
ref_mOTU_v3_07746	msp_1113c
ext_mOTU_v3_18039	msp_1392
ext_mOTU_v3_18290	msp_0644
meta_mOTU_v3_12452	msp_0205
ext_mOTU_v3_16449	msp_1850
meta_mOTU_v3_14034	msp_0901
ext_mOTU_v3_27735	msp_0396
ext_mOTU_v3_17939	msp_1242
ext_mOTU_v3_17354	msp_0994:0.5723912132246135,msp_1326:0.4276087867753865
ref_mOTU_v3_03432	msp_1365
meta_mOTU_v3_13368	msp_1217
ext_mOTU_v3_17732	msp_1640:0.05882755098347536,msp_2134:0.9411724490165246
ext_mOTU_v3_16203	msp_0213:0.12049712123102427,msp_0583:0.4462162789110247,msp_0766:0.36236823783180677,msp_1562:0.07091836202614414
ref_mOTU_v3_03671	msp_0171
ext_mOTU_v3_18237	msp_0105
ext_mOTU_v3_17556	msp_0995
ext_mOTU_v3_16372	msp_0159
ext_mOTU_v3_17491	msp_1068
ext_mOTU_v3_17564	msp_0538
ext_mOTU_v3_17379	msp_0770
ext_mOTU_v3_18029	msp_0452
ext_mOTU_v3_16246	msp_0949
ext_mOTU_v3_26583	msp_0396
ext_mOTU_v3_17557	msp_0995
ext_mOTU_v3_26177	msp_0005:0.11436557124138001,msp_0626:0.741339565909877,msp_1331:0.14429486284874288
ref_mOTU_v3_00307	msp_1543
ext_mOTU_v3_26819	msp_1262
ref_mOTU_v3_07699	msp_0681
ext_mOTU_v3_18158	msp_1546
ext_mOTU_v3_26765	msp_1009
meta_mOTU_v3_12567	msp_0962
ref_mOTU_v3_04290	msp_1245
meta_mOTU_v3_12264	msp_0490
ext_mOTU_v3_26929	msp_0276:0.023262932353841446,msp_0701:0.9767370676461585
ext_mOTU_v3_17535	msp_1483
ref_mOTU_v3_04703	msp_1308
ext_mOTU_v3_17897	msp_1132
ext_mOTU_v3_26325	msp_0276:0.01677559716476728,msp_0297:0.4034786484359718,msp_0340:0.15600346757681297,msp_0442:0.3731919431354992,msp_1030:0.028276861737089664,msp_1378:0.022273481949859078
ext_mOTU_v3_26268	msp_0120:0.08340016038492382,msp_0159:0.9165998396150762
ext_mOTU_v3_26461	msp_1578c
meta_mOTU_v3_14389	msp_0678
meta_mOTU_v3_12895	msp_0511
ext_mOTU_v3_26517	msp_0240:0.8516632374826459,msp_0612:0.11803218106091629,msp_0900:0.03030458145643771
ext_mOTU_v3_15356	msp_0182:0.08234330263096108,msp_1123:0.917656697369039
ext_mOTU_v3_18161	msp_1587
ref_mOTU_v3_07636	msp_1160
ext_mOTU_v3_26706	msp_0051
ref_mOTU_v3_03624	msp_0897
meta_mOTU_v3_12498	msp_1211
ext_mOTU_v3_26911	msp_1154
ref_mOTU_v3_03594	msp_0375
ext_mOTU_v3_26580	msp_0317:0.08878536751234949,msp_0689:0.04005767508282765,msp_0791:0.7314002931355874,msp_0867:0.03649398552027879,msp_1032:0.03616814636384773,msp_1378:0.06709453238510883
meta_mOTU_v3_12973	msp_0523
meta_mOTU_v3_12954	msp_0428
ext_mOTU_v3_27026	msp_0719:0.33255660886161814,msp_0788:0.6674433911383818
ext_mOTU_v3_17445	msp_0640:0.03789636504253673,msp_0766:0.021655065738592418,msp_1312:0.9404485692188709
ext_mOTU_v3_17441	msp_0509:0.11151272992525897,msp_1323:0.09346710143112993,msp_1729:0.795020168643611
ext_mOTU_v3_26343	msp_0276:0.14465585875014483,msp_0331:0.06671710296298167,msp_0364:0.01415556280158826,msp_0442:0.050671790644056434,msp_0478:0.04261212226916466,msp_0552:0.01819113991607614,msp_1323:0.06123619269912888,msp_1378:0.16621980518735222,msp_1519:0.051670902732930506,msp_1572:0.12401401696939615,msp_1652:0.2292083629425594,msp_1763:0.030647142124620885
ref_mOTU_v3_07741	msp_0748
ref_mOTU_v3_01846	msp_0626
meta_mOTU_v3_13164	msp_0470
ref_mOTU_v3_07675	msp_0271
meta_mOTU_v3_13122	msp_1414
meta_mOTU_v3_13033	msp_1148
ref_mOTU_v3_03472	msp_1412
meta_mOTU_v3_14105	msp_0406
ext_mOTU_v3_17492	msp_1068:0.8218750241751652,msp_2107:0.17812497582483464
ext_mOTU_v3_26313	msp_0846
ext_mOTU_v3_26525	msp_0077:0.019288781479983027,msp_0387:0.9807112185200169
meta_mOTU_v3_14384	msp_1237
meta_mOTU_v3_13352	msp_1280
ext_mOTU_v3_17391	msp_0602c:0.3038901034156627,msp_1418c:0.2112036218738856,msp_1543:0.4849062747104516
ext_mOTU_v3_24940	msp_0301:0.4761065844527637,msp_0457:0.5238934155472362
ext_mOTU_v3_18208	msp_0781:0.2812526377985988,msp_1013:0.5739849750991812,msp_1743:0.14476238710221997
ext_mOTU_v3_17566	msp_0047:0.3027186757116755,msp_0427:0.1928520462475064,msp_0444:0.5044292780408182
ref_mOTU_v3_04663	msp_1628
ext_mOTU_v3_26283	msp_0262:0.44300989476601543,msp_0777:0.21785627765831797,msp_0820:0.3391338275756665
ext_mOTU_v3_16427	msp_1461
ext_mOTU_v3_17496	msp_0277:0.07506371116476304,msp_0529:0.3810276268138113,msp_0709:0.5439086620214258
ext_mOTU_v3_17974	msp_0332:0.9962967813270047,msp_0514:0.003703218672995308
ext_mOTU_v3_18291	msp_1380:0.004128774826609402,msp_1594:0.9958712251733907
ext_mOTU_v3_17901	msp_0186:0.15054452274183217,msp_0591:0.8494554772581678
ext_mOTU_v3_17731	msp_1996
meta_mOTU_v3_13503	msp_0802
meta_mOTU_v3_12351	msp_0781
ext_mOTU_v3_17852	msp_1217
ext_mOTU_v3_17429	msp_0311:0.00984981662260175,msp_1298:0.9901501833773982
ext_mOTU_v3_26234	msp_0152
ext_mOTU_v3_26541	msp_1285
ref_mOTU_v3_00862	msp_1102
ext_mOTU_v3_16387	msp_0185
ext_mOTU_v3_18292	msp_2023
ext_mOTU_v3_26922	msp_0089:0.037795116236842057,msp_0214:0.04875558200058674,msp_0225:0.002559473194688106,msp_0335:0.01065576595339538,msp_0381:0.01026024625643529,msp_0417:0.15986944527810615,msp_1026:0.7301043710799463
ref_mOTU_v3_07631	msp_0645
ext_mOTU_v3_26361	msp_0569
ext_mOTU_v3_16213	msp_0812
ext_mOTU_v3_18779	msp_0089:0.05465547869160646,msp_0196:0.1849115061403103,msp_0214:0.04436668890526487,msp_0225:0.01894705646537006,msp_0326:0.027549315610769204,msp_0417:0.04242766608110137,msp_0523:0.08145288519622401,msp_0537:0.05318215709209359,msp_0543c:0.08365030662737007,msp_0636:0.05960963026891582,msp_0711c:0.11649424886839548,msp_1083:0.04319172362705341,msp_1209:0.05631628053030169,msp_1241:0.1332450558952236
ref_mOTU_v3_07662	msp_0503
ref_mOTU_v3_00103	msp_0005
ref_mOTU_v3_04288	msp_1234
meta_mOTU_v3_13763	msp_1372
meta_mOTU_v3_12497	msp_0472
meta_mOTU_v3_14366	msp_0911
ext_mOTU_v3_18145	msp_0531
ext_mOTU_v3_17911	msp_0755c
ref_mOTU_v3_02148	msp_1099c
ext_mOTU_v3_26436	msp_0007:0.49006888930872494,msp_0011:0.5099311106912751
ext_mOTU_v3_26211	msp_1177
ext_mOTU_v3_17343	msp_1009:0.6382640658019479,msp_1244:0.36173593419805206
ext_mOTU_v3_17403	msp_1022
ext_mOTU_v3_26371	msp_0013
ext_mOTU_v3_17487	msp_0420
meta_mOTU_v3_14320	msp_1355
ext_mOTU_v3_26233	msp_0645:0.3141869020462875,msp_1514:0.6858130979537124
ext_mOTU_v3_17336	msp_1244
ext_mOTU_v3_17656	msp_1024
ext_mOTU_v3_18167	msp_1039
meta_mOTU_v3_12809	msp_0867
ext_mOTU_v3_26937	msp_0876
ext_mOTU_v3_17720	msp_1542
ext_mOTU_v3_26988	msp_0404
ext_mOTU_v3_17418	msp_0099
ext_mOTU_v3_17369	msp_0007:0.14894753069009936,msp_0098:0.20715961942499578,msp_1814:0.6438928498849049
meta_mOTU_v3_13811	msp_0518
ref_mOTU_v3_02386	msp_1361
ext_mOTU_v3_17319	msp_0437c
ext_mOTU_v3_17588	msp_0192:0.09488240963875548,msp_0423:0.027328402308408297,msp_0477:0.042486639124119964,msp_1626:0.5288202906460387,msp_1638:0.30648225828267756
ref_mOTU_v3_07685	msp_0985
meta_mOTU_v3_14348	msp_0998
meta_mOTU_v3_14239	msp_0863
ext_mOTU_v3_26518	msp_1142:0.1583681424152866,msp_1401c:0.2516907077692316,msp_1531c:0.3497257240785727,msp_1606c:0.09645715936926078,msp_1607c:0.09645715936926078,msp_1701c:0.04730110699838749
ref_mOTU_v3_10435	msp_0882c
ext_mOTU_v3_26278	msp_1472c:0.7393196097008705,msp_1901:0.2606803902991295
ext_mOTU_v3_20969	msp_0045
ext_mOTU_v3_18054	msp_0164:0.07328308379605535,msp_1527:0.908265629052743,msp_1688:0.01845128715120176
meta_mOTU_v3_12451	msp_0970
ext_mOTU_v3_17846	msp_0442:0.018015554113821695,msp_0612:0.35081184147727024,msp_0615:0.029727609812008154,msp_0682:0.011135827947378458,msp_0932:0.00251257454234388,msp_1665:0.5877965921071776
ext_mOTU_v3_26873	msp_1338
ref_mOTU_v3_07677	msp_0095
meta_mOTU_v3_13783	msp_1227c
meta_mOTU_v3_14015	msp_0487:0.8356164383561644,msp_0759:0.1643835616438356
ext_mOTU_v3_23403	msp_0163
ext_mOTU_v3_17785	msp_2011
meta_mOTU_v3_12496	msp_0692
meta_mOTU_v3_13089	msp_1517
ext_mOTU_v3_26559	msp_0005:0.0825753683277312,msp_0341:0.0825753683277312,msp_0754c:0.49545220996638717,msp_1331:0.06611753928494248,msp_1554c:0.27327951409320783
meta_mOTU_v3_13243	msp_1370
ext_mOTU_v3_17444	msp_1312
ext_mOTU_v3_24979	msp_1649
ref_mOTU_v3_06395	msp_1401c
ext_mOTU_v3_17500	msp_0998
ext_mOTU_v3_17700	msp_0724:0.9964082220706668,msp_0937:0.0035917779293331282
ext_mOTU_v3_28822	msp_0884
ext_mOTU_v3_17862	msp_1359
meta_mOTU_v3_13767	msp_1726
meta_mOTU_v3_14173	msp_1372
ext_mOTU_v3_17493	msp_1200
ref_mOTU_v3_07742	msp_0567
ext_mOTU_v3_17799	msp_0351:0.9798027220114683,msp_0799:0.02019727798853163
ext_mOTU_v3_26481	msp_2207
ext_mOTU_v3_26771	msp_1838
ref_mOTU_v3_07664	msp_0595
ref_mOTU_v3_07615	msp_0285
ext_mOTU_v3_17885	msp_0978:0.021142136211636697,msp_1345c:0.9788578637883633
ext_mOTU_v3_26987	msp_1483
ref_mOTU_v3_02970	msp_1012
meta_mOTU_v3_12536	msp_0344
ext_mOTU_v3_16357	msp_0222:0.9826729814023334,msp_1004:0.017327018597666628
ext_mOTU_v3_26235	msp_2101
ext_mOTU_v3_26452	msp_2058
ext_mOTU_v3_26934	msp_0774
ref_mOTU_v3_05274	msp_1457
ref_mOTU_v3_03428	msp_1159
ext_mOTU_v3_26774	msp_0122
ext_mOTU_v3_17542	msp_0564:0.2645819097676793,msp_0819:0.04921865480717353,msp_0824:0.0415750169651931,msp_1835:0.644624418459954
ref_mOTU_v3_03444	msp_0274
ext_mOTU_v3_17562	msp_1849
ref_mOTU_v3_11731	msp_0934
ext_mOTU_v3_17836	msp_1024
ref_mOTU_v3_03631	msp_0800
ext_mOTU_v3_18119	msp_0360:0.9860682384303144,msp_0524:0.013931761569685588
ext_mOTU_v3_28879	msp_1599:0.36628198695434017,msp_1702:0.6337180130456598
meta_mOTU_v3_12508	msp_0795
ext_mOTU_v3_26366	msp_0158:0.21899805044610995,msp_0668:0.7810019495538901
ext_mOTU_v3_16256	msp_0901:0.01565766721438065,msp_1851:0.9843423327856193
ref_mOTU_v3_07730	msp_0777
ext_mOTU_v3_16300	msp_0952:0.1619280573106544,msp_1296c:0.47163833159978885,msp_1381:0.36643361108955674
ref_mOTU_v3_00311	msp_0742:0.2728811646541023,msp_1599:0.7271188353458977
ext_mOTU_v3_17624	msp_0041
ext_mOTU_v3_18008	msp_0597:0.25517241379310346,msp_0867:0.7448275862068966
meta_mOTU_v3_14040	msp_1495
ext_mOTU_v3_17363	msp_1190c:0.21379310344827585,msp_1599:0.7862068965517242
ext_mOTU_v3_18198	msp_0656
ext_mOTU_v3_17905	msp_0946:0.05101569386103441,msp_0999:0.7228238534668652,msp_1159:0.22616045267210044
ext_mOTU_v3_17706	msp_0392:0.07932587950883219,msp_1459:0.9206741204911677
ext_mOTU_v3_16141	msp_1142:0.42520374316593035,msp_1227c:0.04917609396511388,msp_1596:0.5256201628689559
meta_mOTU_v3_12338	msp_1717
ext_mOTU_v3_17434	msp_0120:0.0690525983197347,msp_0159:0.005942796483499895,msp_0516:0.9250046051967654
ext_mOTU_v3_16193	msp_1259c:0.4621247241121493,msp_1946:0.5378752758878507
meta_mOTU_v3_13159	msp_0240:0.9095519864750633,msp_1626:0.0904480135249366
ext_mOTU_v3_17347	msp_1244
ext_mOTU_v3_17460	msp_0045
meta_mOTU_v3_12879	msp_1741
meta_mOTU_v3_12731	msp_0900
meta_mOTU_v3_13667	msp_1045
meta_mOTU_v3_12449	msp_1141
ext_mOTU_v3_28880	msp_1599:0.9321182234924088,msp_1702:0.06788177650759114
ref_mOTU_v3_07658	msp_1110
ext_mOTU_v3_26521	msp_0746
ext_mOTU_v3_26289	msp_0717
ext_mOTU_v3_26498	msp_0032:0.6096622068670066,msp_0225:0.3903377931329934
ext_mOTU_v3_15431	msp_0052
ext_mOTU_v3_26619	msp_0314:0.37894736842105264,msp_1305:0.6210526315789474
ext_mOTU_v3_16217	msp_1443
ext_mOTU_v3_17301	msp_0229
ext_mOTU_v3_17541	msp_0651:0.47208193459949493,msp_0746:0.024659952182608136,msp_1568:0.503258113217897
ext_mOTU_v3_18082	msp_1834
ref_mOTU_v3_09170	msp_0562
meta_mOTU_v3_13342	msp_0836
ext_mOTU_v3_17741	msp_1279:0.32764453297833684,msp_1854:0.6303205871901866,msp_1977:0.04203487983147671
ext_mOTU_v3_17937	msp_1130
ref_mOTU_v3_07621	msp_0586
meta_mOTU_v3_12248	msp_0286
ext_mOTU_v3_16245	msp_1938
ext_mOTU_v3_17449	msp_1579c
meta_mOTU_v3_12471	msp_0173
ext_mOTU_v3_26186	msp_0018
ext_mOTU_v3_27030	msp_0695:0.8052948961406577,msp_0895:0.19470510385934217
ext_mOTU_v3_18275	msp_0689:0.12812747316661555,msp_0704:0.21154088841703325,msp_1877:0.6603316384163512
ext_mOTU_v3_26390	msp_0113:0.7491909385113268,msp_0379:0.2508090614886731
ext_mOTU_v3_16430	msp_1709
ext_mOTU_v3_17854	msp_0562:0.6906832298136646,msp_1159:0.3093167701863354
ext_mOTU_v3_26505	msp_1302
ext_mOTU_v3_17548	msp_1829
ext_mOTU_v3_26692	msp_0048:0.4322109315076306,msp_0227:0.5677890684923693
meta_mOTU_v3_14312	msp_0267
ext_mOTU_v3_17893	msp_0452:0.8744166139241569,msp_1551:0.12558338607584318
ext_mOTU_v3_17952	msp_1181:0.836364014473004,msp_1612:0.16363598552699593
ext_mOTU_v3_29841	msp_0662:0.5042217955158799,msp_1606c:0.16802911213428282,msp_1607c:0.3277490923498373
