#mpa_v31_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SAMEA3178944	SAMEA3178943	SAMEA3178942	SAMEA3178941	SAMEA3178940	SAMEA3178939	SAMEA3178938	SAMEA3178937	SAMEA3178936	SAMEA3136769	SAMEA3136768	SAMEA3136767	SAMEA3136766	SAMEA3136765	SAMEA3136764	SAMEA3136763	SAMEA3136762	SAMEA3136761	SAMEA3136760	SAMEA3136759	SAMEA3136758	SAMEA3136757	SAMEA3136756	SAMEA3136755	SAMEA3136754	SAMEA3136753	SAMEA3136752	SAMEA3136751	SAMEA3136750	SAMEA3136749	SAMEA3136748	SAMEA3136747	SAMEA3136746	SAMEA3136745	SAMEA3136744	SAMEA3136743	SAMEA3136742	SAMEA3136741	SAMEA3136740	SAMEA3136739	SAMEA3136738	SAMEA3136737	SAMEA3136736	SAMEA3136735	SAMEA3136734	SAMEA3136733	SAMEA3136732	SAMEA3136731	SAMEA3136730	SAMEA3136729	SAMEA3136728	SAMEA3136727	SAMEA3136726	SAMEA3136725	SAMEA3136724	SAMEA3136723	SAMEA3136722	SAMEA3136721	SAMEA3136720	SAMEA3136719	SAMEA3136718	SAMEA3136717	SAMEA3136716	SAMEA3136715	SAMEA3136714	SAMEA3136713	SAMEA3136712	SAMEA3136711	SAMEA3136710	SAMEA3136709	SAMEA3136708	SAMEA3136707	SAMEA3136706	SAMEA3136705	SAMEA3136704	SAMEA3136703	SAMEA3136702	SAMEA3136701	SAMEA3136700	SAMEA3136699	SAMEA3136698	SAMEA3136697	SAMEA3136696	SAMEA3136695	SAMEA3136694	SAMEA3136693	SAMEA3136692	SAMEA3136691	SAMEA3136690	SAMEA3136689	SAMEA3136688	SAMEA3136687	SAMEA3136686	SAMEA3136685	SAMEA3136684	SAMEA3136683	SAMEA3136682	SAMEA3136681	SAMEA3136680	SAMEA3136679	SAMEA3136678	SAMEA3136677	SAMEA3136676	SAMEA3136675	SAMEA3136674	SAMEA3136673	SAMEA3136672	SAMEA3136671	SAMEA3136670	SAMEA3136669	SAMEA3136668	SAMEA3136667	SAMEA3136666	SAMEA3136665	SAMEA3136664	SAMEA3136663	SAMEA3136662	SAMEA3136661	SAMEA3136660	SAMEA3136659	SAMEA3136658	SAMEA3136657	SAMEA3136656	SAMEA3136655	SAMEA3136654	SAMEA3136653	SAMEA3136652	SAMEA3136651	SAMEA3136650	SAMEA3136649	SAMEA3136648	SAMEA3136646	SAMEA3136645	SAMEA3136644	SAMEA3136643	SAMEA3136642	SAMEA3136641	SAMEA3136640	SAMEA3136639	SAMEA3136638	SAMEA3136637	SAMEA3136636	SAMEA3136635	SAMEA3136634	SAMEA3136633	SAMEA3136632	SAMEA3136631	SAMEA3136630	SAMEA3136629	SAMEA3136628	SAMEA3136627	SAMEA3136626	SAMEA3136625	SAMEA3136624	SAMEA3136623	SAMEA2467085	SAMEA2467084	SAMEA2467083	SAMEA2467082	SAMEA2467081	SAMEA2467080	SAMEA2467079	SAMEA2467078	SAMEA2467077	SAMEA2467076	SAMEA2467075	SAMEA2467074	SAMEA2467073	SAMEA2467072	SAMEA2467071	SAMEA2467070	SAMEA2467069	SAMEA2467068	SAMEA2467067	SAMEA2467066	SAMEA2467065	SAMEA2467064	SAMEA2467063	SAMEA2467062	SAMEA2467061	SAMEA2467060	SAMEA2467059	SAMEA2467058	SAMEA2467057	SAMEA2467056	SAMEA2467055	SAMEA2467054	SAMEA2467053	SAMEA2467052	SAMEA2467051	SAMEA2467050	SAMEA2467049	SAMEA2467048	SAMEA2467047	SAMEA2467046	SAMEA2467045	SAMEA2467044	SAMEA2467043	SAMEA2467042	SAMEA2467041	SAMEA2467040	SAMEA2467039	SAMEA2467038	SAMEA2467037	SAMEA2467036	SAMEA2467035	SAMEA2467034	SAMEA2467033	SAMEA2467032	SAMEA2467031	SAMEA2467030	SAMEA2467029	SAMEA2467028	SAMEA2467027	SAMEA2467026	SAMEA2467025	SAMEA2467024	SAMEA2467023	SAMEA2467022	SAMEA2467021	SAMEA2467020	SAMEA2467019	SAMEA2467018	SAMEA2467017	SAMEA2467016	SAMEA2467015	SAMEA2467014	SAMEA2467013	SAMEA2467012	SAMEA2467011	SAMEA2467010	SAMEA2467009	SAMEA2467008	SAMEA2467006	SAMEA2467004	SAMEA2467003	SAMEA2467002	SAMEA2467001	SAMEA2466999	SAMEA2466998	SAMEA2466997	SAMEA2466996	SAMEA2466995	SAMEA2466993	SAMEA2466992	SAMEA2466991	SAMEA2466989	SAMEA2466988	SAMEA2466987	SAMEA2466986	SAMEA2466984	SAMEA2466983	SAMEA2466981	SAMEA2466980	SAMEA2466979	SAMEA2466977	SAMEA2466976	SAMEA2466975	SAMEA2466974	SAMEA2466973	SAMEA2466972	SAMEA2466971	SAMEA2466970	SAMEA2466969	SAMEA2466968	SAMEA2466967	SAMEA2466966	SAMEA2466965	SAMEA2466964	SAMEA2466963	SAMEA2466962	SAMEA2466961	SAMEA2466960	SAMEA2466959	SAMEA2466958	SAMEA2466957	SAMEA2466956	SAMEA2466955	SAMEA2466954	SAMEA2466953	SAMEA2466952	SAMEA2466951	SAMEA2466950	SAMEA2466949	SAMEA2466948	SAMEA2466947	SAMEA2466946	SAMEA2466945	SAMEA2466944	SAMEA2466943	SAMEA2466942	SAMEA2466941	SAMEA2466940	SAMEA2466939	SAMEA2466938	SAMEA2466937	SAMEA2466936	SAMEA2466935	SAMEA2466934	SAMEA2466933	SAMEA2466932	SAMEA2466931	SAMEA2466930	SAMEA2466928	SAMEA2466927	SAMEA2466926	SAMEA2466925	SAMEA2466924	SAMEA2466923	SAMEA2466922	SAMEA2466921	SAMEA2466920	SAMEA2466918	SAMEA2466917	SAMEA2466916	SAMEA2466915	SAMEA2466914	SAMEA2466913	SAMEA2466912	SAMEA2466911	SAMEA2466910	SAMEA2466908	SAMEA2466907	SAMEA2466906	SAMEA2466905	SAMEA2466904	SAMEA2466903	SAMEA2466902	SAMEA2466901	SAMEA2466900	SAMEA2466899	SAMEA2466898	SAMEA2466897	SAMEA2466896	SAMEA2466895	SAMEA2466894	SAMEA2466893	SAMEA2466892	SAMEA2466891	SAMEA2466890	SAMEA2466889	SAMEA2466888	SAMEA2466887
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	2|1224|28221|213115|194924|35832	1.14141	0.09088	1.08519	0.14357	0	0	0.34593	0	0.44571	0	0	0	0.00343	0.0142	0	0.26008	0.12226	0	0.15571	0.32744	0	0	0	0	0	0	0	0	0	0.85911	0	0	0	0.08058	0.81899	0.13549	0.03222	0.46748	0.81915	0.12963	0	0	0	0	0.1154	0.01816	0	0.48702	0	0.67513	0	0.05109	0	0.21732	0.0039	0.13209	0	0	0	0	0.10407	0	0	0	0	0	0	0	0.0414	0.01602	0	0.24798	0	1.01924	0.05229	0	0	0	0.29993	0.93761	0	0.01167	0	0	0	0	0.0293	0	0	0.01017	0.06317	0	0	0	0	0	0	0	0	0	0	0	0	0.02633	0	0.03629	0	0	0	0.11432	1.15576	0	0	0	0.41714	0.00233	0	0	0	0	0	0	0	0	0.0757	0.01686	0.24025	0	0	0	0	0	0.10445	0	0	0.32339	0	0.02747	0	0	0	0	0	0	0	0	0	0	0	0	0.11754	0	0	0	0	0	0.0941	0.79169	0	0	0.07786	0	0.10041	0	0.22793	0.4825	0	0.23335	0.30545	0.1463	0	0.23221	0.47603	0.00309	0.76244	0	0.63076	0.07554	0.05318	0	0.79975	0.26633	0.07758	0.82617	0.5713	0.49628	0.16548	0.03988	0	0.40706	0.38553	0.52991	0.06379	0	0.09593	0.0445	0.09315	0	0.02197	0.08143	0	0.2899	0.03983	0.22453	0.47685	0.0335	0.04675	0	0	0.0306	0.03661	0	0	0.21665	0.35079	0	0.01181	0	0	0.69467	0	0	0.13793	0.00923	0.01	0.10273	0.35514	0.19755	0.16039	0.18851	0	0	0	0	0.50724	0.06924	0	0.31567	0.14983	0.57303	0	0.04973	0	1.42532	0	0.45679	0.49086	0.13356	0	0.20359	0.01829	0.05969	0.17719	0.37806	0	0.01304	0.12569	0.14639	0	0.2018	0.13216	0.00855	0.04181	0	0	0.22463	0.13627	0.31226	0	0.08295	0.0177	0	0.14732	0	0.17258	0.33132	1.25431	0.18155	0	0.01954	0.89677	0.03274	0.20907	0	0.4075	0.35411	0.15309	0.57572	0.00764	0.0591	0.08705	0.39949	0.23436	0	0	0.61311	0.64315	0.25317	0.19059	0.01395	0.0799	0.26413	0.08607	0.49948	0.01649	0.24444	0.09602	0.32373	0.32207	2.75131	0.03996	0	0.14961	0.04545	0.22207	0.05246	0.29703	0.13373	0	0.25556	0.00862	0	0.26939	0.0543	0.06231	0	0.05193	0	0.01769	0.02438	0.02915	0	0	0.07375	1.2393	0	0	0	0	0.41901	0.47356	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	2|1224|28221|213115|194924|35832|35833	1.14141	0.09088	1.08519	0.14357	0	0	0.34593	0	0.44571	0	0	0	0.00343	0.0142	0	0.26008	0.12226	0	0.15571	0.32744	0	0	0	0	0	0	0	0	0	0.85911	0	0	0	0.08058	0.81899	0.13549	0.03222	0.46748	0.81915	0.12963	0	0	0	0	0.1154	0.01816	0	0.48702	0	0.67513	0	0.05109	0	0.21732	0.0039	0.13209	0	0	0	0	0.10407	0	0	0	0	0	0	0	0.0414	0.01602	0	0.24798	0	1.01924	0.05229	0	0	0	0.29993	0.93761	0	0.01167	0	0	0	0	0.0293	0	0	0.01017	0.06317	0	0	0	0	0	0	0	0	0	0	0	0	0.02633	0	0.03629	0	0	0	0.11432	1.15576	0	0	0	0.41714	0.00233	0	0	0	0	0	0	0	0	0.0757	0.01686	0.24025	0	0	0	0	0	0.10445	0	0	0.32339	0	0.02747	0	0	0	0	0	0	0	0	0	0	0	0	0.11754	0	0	0	0	0	0.0941	0.79169	0	0	0.07786	0	0.10041	0	0.22793	0.4825	0	0.23335	0.30545	0.1463	0	0.23221	0.47603	0.00309	0.76244	0	0.63076	0.07554	0.05318	0	0.79975	0.26633	0.07758	0.82617	0.5713	0.49628	0.16548	0.03988	0	0.40706	0.38553	0.52991	0.06379	0	0.09593	0.0445	0.09315	0	0.02197	0.08143	0	0.2899	0.03983	0.22453	0.47685	0.0335	0.04675	0	0	0.0306	0.03661	0	0	0.21665	0.35079	0	0.01181	0	0	0.69467	0	0	0.13793	0.00923	0.01	0.10273	0.35514	0.19755	0.16039	0.18851	0	0	0	0	0.50724	0.06924	0	0.31567	0.14983	0.57303	0	0.04973	0	1.42532	0	0.45679	0.49086	0.13356	0	0.20359	0.01829	0.05969	0.17719	0.37806	0	0.01304	0.12569	0.14639	0	0.2018	0.13216	0.00855	0.04181	0	0	0.22463	0.13627	0.31226	0	0.08295	0.0177	0	0.14732	0	0.17258	0.33132	1.25431	0.18155	0	0.01954	0.89677	0.03274	0.20907	0	0.4075	0.35411	0.15309	0.57572	0.00764	0.0591	0.08705	0.39949	0.23436	0	0	0.61311	0.64315	0.25317	0.19059	0.01395	0.0799	0.26413	0.08607	0.49948	0.01649	0.24444	0.09602	0.32373	0.32207	2.75131	0.03996	0	0.14961	0.04545	0.22207	0.05246	0.29703	0.13373	0	0.25556	0.00862	0	0.26939	0.0543	0.06231	0	0.05193	0	0.01769	0.02438	0.02915	0	0	0.07375	1.2393	0	0	0	0	0.41901	0.47356	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	2|1224|28221|213115|194924|872	0	0.09566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11132	0	0	0	0	0	0.12419	0	0.00793	0	0	0	0	0	0.47603	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00553	0	0.02175	0	0	0	0	0	0	0	0	0	0.0284	0	0.93695	0	0	0	0	0	0	0	0	0	0.43269	0	0	0	0	0	0	0	0	0	0	0	0	0.4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84872	0	0	0	0	0.31846	0.26668	0	0	0	0	0	0.01009	0	0	0	0.32024	0	0	0.12026	0	0	0	0	0	0.04028	0	0	0	0.10517	0	0	0	0	0	0	0	0	0	0	0	0.09263	0	0.38566	0	0	0.12116	0.16288	0	0	0.02368	0	0	0.05829	0	0.11752	0	0	0	0	0	0.22744	0.06776	0	0	1.19354	0	0	0	0	0.36244	0.27343	0	0	0.13946	0	0	0	0.11996	0	0.11795	0	0	0.00451	0.00566	0.08613	0.13351	0	0	0.48492	0.63281	0	0	0.00347	0	0.045	1.66143	0	0	0	0	1.14741	0	0	0.44375	0	0	6.2505	0.69035	0	0.1583	0	0	0	0.07703	0	0.66228	0	1.56898	0.00468	0	0	0	0	2.38348	0.21368	0	0	0	1.41854	0.0557	0	0	0	0.02523	0.04296	0.17851	0	0	0	0	0.0025	0	0	0.00877	0	0	0	0	0	0	0	0.14937	0	0	0.04732	0	0	0.03704	0.27802	0.02058	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	2|1224|28221|213115|194924|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0	0	0	0	0	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11523	0	0	0	0	0	0.01694	0.01568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08247	0.11554	0	0	0	0	0	0	0	0	0	0	0.01096	0	0	0	0	0	0.08324	0	0.16954	0.1019	0	0.26703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421	0	0	0	0	0.10829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19115	0	0	0	0	0.14421	0	0	0	0	0.00043	0	0	0	0	0.09537	0	0.07185	0	0	0	0	0	0	0.01573	0	0	0	0.07025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03084	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	2|1224|28221|213115|194924||2049043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0	0	0	0	0	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11523	0	0	0	0	0	0.01694	0.01568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08247	0.11554	0	0	0	0	0	0	0	0	0	0	0.01096	0	0	0	0	0	0.08324	0	0.16954	0.1019	0	0.26703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421	0	0	0	0	0.10829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19115	0	0	0	0	0.14421	0	0	0	0	0.00043	0	0	0	0	0.09537	0	0.07185	0	0	0	0	0	0	0.01573	0	0	0	0.07025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03084	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	2|1224|28221|213115|194924|872|876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	2|1224|28221|213115|194924|872|901	0	0.09566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12419	0	0.00793	0	0	0	0	0	0.47603	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00553	0	0.02175	0	0	0	0	0	0	0	0	0	0.0284	0	0.52069	0	0	0	0	0	0	0	0	0	0.43269	0	0	0	0	0	0	0	0	0	0	0	0	0.4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31846	0.26668	0	0	0	0	0	0	0	0	0	0.32024	0	0	0.12026	0	0	0	0	0	0.04028	0	0	0	0.10517	0	0	0	0	0	0	0	0	0	0	0	0.09263	0	0.38566	0	0	0.12116	0.16288	0	0	0.02368	0	0	0.05829	0	0.11752	0	0	0	0	0	0.22744	0.06776	0	0	1.19354	0	0	0	0	0.36244	0.27343	0	0	0.13946	0	0	0	0.11996	0	0.11795	0	0	0.00451	0.00566	0.08613	0.13351	0	0	0.48492	0.63281	0	0	0.00347	0	0.045	1.66143	0	0	0	0	1.14741	0	0	0.44375	0	0	6.2505	0.69035	0	0.1583	0	0	0	0.07703	0	0.66228	0	1.56898	0.00468	0	0	0	0	2.38348	0.21368	0	0	0	1.41854	0.0557	0	0	0	0.02523	0.04296	0.17851	0	0	0	0	0.0025	0	0	0.00877	0	0	0	0	0	0	0	0.14937	0	0	0.04732	0	0	0.03704	0.27802	0.02058	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_sp_AM18_2	2|1224|28221|213115|194924|872|2292040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_sp_An276	2|1224|28221|213115|194924|872|1965618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_vulgaris	2|1224|28221|213115|194924|872|881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
